"","Year","Block","Aphid.Treatment","Ant.Mound.Dist","Genotype","Plant_Position","plant.id","Dead","leaf_count","Height","mature.shoot.count","immature.shoot.count","all.shoot.count","mature.shoot.total.length","mature.shoot.avg.length","leaf_WC","leaf_percent.browned","leaf_trichome.density","all.shoot.total.length","all.shoot.avg.length"
"437",2013,"3","none",1,"U",17,"3.17",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"438",2013,"3","none",1,"J",18,"3.18",0,NA,5,NA,NA,1,NA,NA,NA,NA,NA,5,5
"439",2013,"3","aphid",1,"L",19,"3.19",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"440",2013,"3","none",1,"L",20,"3.20",0,NA,4,NA,NA,4,NA,NA,NA,NA,NA,8,2
"441",2013,"3","aphid",6,"X",21,"3.21",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"442",2013,"3","none",6,"X",22,"3.22",0,NA,3.5,NA,NA,2,NA,NA,NA,NA,NA,6.5,3.25
"443",2013,"3","aphid",6,"T",23,"3.23",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"444",2013,"3","none",6,"T",24,"3.24",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"445",2013,"3","aphid",6,"G",25,"3.25",0,NA,2,NA,NA,3,NA,NA,NA,NA,NA,2.5,0.833333333333333
"446",2013,"3","none",6,"G",26,"3.26",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"447",2013,"3","aphid",6,"S",27,"3.27",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"448",2013,"3","none",6,"S",28,"3.28",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"449",2013,"3","aphid",6,"I",29,"3.29",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"450",2013,"3","none",6,"I",30,"3.30",0,NA,1.5,NA,NA,1,NA,NA,NA,NA,NA,1.5,1.5
"451",2013,"3","aphid",6,"W",31,"3.31",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"452",2013,"3","aphid",6,"U",32,"3.32",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"453",2013,"3","aphid",6,"J",33,"3.33",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"454",2013,"3","aphid",6,"F",34,"3.34",0,NA,6,NA,NA,3,NA,NA,NA,NA,NA,6,2
"455",2013,"3","none",6,"F",35,"3.35",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"456",2013,"3","none",6,"U",36,"3.36",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"457",2013,"3","aphid",6,"L",37,"3.37",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"458",2013,"3","none",6,"W",38,"3.38",0,NA,7,NA,NA,1,NA,NA,NA,NA,NA,7,7
"459",2013,"3","none",6,"L",39,"3.39",0,NA,47.5,NA,NA,10,NA,NA,NA,NA,NA,35,3.5
"460",2013,"3","none",6,"J",40,"3.40",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"461",2013,"3","aphid",12,"T",41,"3.41",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"462",2013,"3","aphid",12,"X",42,"3.42",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"463",2013,"3","aphid",12,"S",43,"3.43",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"464",2013,"3","aphid",12,"G",44,"3.44",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"465",2013,"3","aphid",12,"I",45,"3.45",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"466",2013,"3","none",12,"T",46,"3.46",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"467",2013,"3","none",12,"G",47,"3.47",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"468",2013,"3","none",12,"I",48,"3.48",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"469",2013,"3","none",12,"X",49,"3.49",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"470",2013,"3","aphid",12,"F",50,"3.50",0,NA,5,NA,NA,3,NA,NA,NA,NA,NA,3.5,1.16666666666667
"471",2013,"3","aphid",12,"U",51,"3.51",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"472",2013,"3","none",12,"F",52,"3.52",0,NA,5,NA,NA,1,NA,NA,NA,NA,NA,4.5,4.5
"473",2013,"3","none",12,"S",53,"3.53",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"474",2013,"3","aphid",12,"W",54,"3.54",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"475",2013,"3","none",12,"W",55,"3.55",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"476",2013,"3","aphid",12,"J",56,"3.56",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"477",2013,"3","none",12,"U",57,"3.57",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"478",2013,"3","none",12,"J",58,"3.58",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"479",2013,"3","aphid",12,"L",59,"3.59",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"480",2013,"3","none",12,"L",60,"3.60",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"481",2013,"4","aphid",1,"G",1,"4.1",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"482",2013,"4","aphid",1,"X",2,"4.2",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"483",2013,"4","none",1,"X",3,"4.3",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"484",2013,"4","aphid",1,"I",4,"4.4",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"485",2013,"4","none",1,"I",5,"4.5",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"486",2013,"4","none",1,"G",6,"4.6",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"487",2013,"4","aphid",1,"T",7,"4.7",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"488",2013,"4","none",1,"T",8,"4.8",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"489",2013,"4","aphid",1,"F",9,"4.9",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"490",2013,"4","none",1,"F",10,"4.10",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"491",2013,"4","aphid",1,"W",11,"4.11",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"492",2013,"4","aphid",1,"U",12,"4.12",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"493",2013,"4","aphid",1,"S",13,"4.13",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"494",2013,"4","aphid",1,"J",14,"4.14",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"495",2013,"4","none",1,"U",15,"4.15",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"496",2013,"4","none",1,"J",16,"4.16",0,NA,4,NA,NA,1,NA,NA,NA,NA,NA,0.5,0.5
"497",2013,"4","none",1,"W",17,"4.17",0,NA,5.5,NA,NA,1,NA,NA,NA,NA,NA,4.5,4.5
"498",2013,"4","aphid",1,"L",18,"4.18",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"499",2013,"4","none",1,"L",19,"4.19",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"500",2013,"4","none",1,"S",20,"4.20",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"501",2013,"4","aphid",6,"I",21,"4.21",0,NA,6,NA,NA,2,NA,NA,NA,NA,NA,8.5,4.25
"502",2013,"4","none",6,"I",22,"4.22",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"503",2013,"4","aphid",6,"X",23,"4.23",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"504",2013,"4","none",6,"X",24,"4.24",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"505",2013,"4","aphid",6,"F",25,"4.25",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"506",2013,"4","none",6,"F",26,"4.26",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"507",2013,"4","aphid",6,"U",27,"4.27",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"508",2013,"4","aphid",6,"G",28,"4.28",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"509",2013,"4","aphid",6,"W",29,"4.29",0,NA,5,NA,NA,4,NA,NA,NA,NA,NA,13.5,3.375
"510",2013,"4","none",6,"W",30,"4.30",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"511",2013,"4","none",6,"U",31,"4.31",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"512",2013,"4","aphid",6,"T",32,"4.32",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"513",2013,"4","aphid",6,"L",33,"4.33",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"514",2013,"4","none",6,"G",34,"4.34",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"515",2013,"4","none",6,"T",35,"4.35",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"516",2013,"4","none",6,"L",36,"4.36",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"517",2013,"4","aphid",6,"J",37,"4.37",0,NA,5,NA,NA,1,NA,NA,NA,NA,NA,5,5
"518",2013,"4","none",6,"J",38,"4.38",0,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,0.5
"519",2013,"4","aphid",6,"S",39,"4.39",0,NA,28,NA,NA,4,NA,NA,NA,NA,NA,17.5,4.375
"520",2013,"4","none",6,"S",40,"4.40",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"521",2013,"4","aphid",12,"I",41,"4.41",0,NA,5,NA,NA,1,NA,NA,NA,NA,NA,4.5,4.5
"522",2013,"4","aphid",12,"X",42,"4.42",0,NA,10.5,NA,NA,1,NA,NA,NA,NA,NA,10.5,10.5
"523",2013,"4","none",12,"X",43,"4.43",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"524",2013,"4","none",12,"I",44,"4.44",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"525",2013,"4","aphid",12,"F",45,"4.45",0,NA,6,NA,NA,1,NA,NA,NA,NA,NA,6,6
"526",2013,"4","aphid",12,"W",46,"4.46",0,NA,6,NA,NA,2,NA,NA,NA,NA,NA,11,5.5
"527",2013,"4","none",12,"F",47,"4.47",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"528",2013,"4","none",12,"W",48,"4.48",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"529",2013,"4","aphid",12,"U",49,"4.49",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"530",2013,"4","none",12,"U",50,"4.50",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"531",2013,"4","aphid",12,"G",51,"4.51",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"532",2013,"4","none",12,"G",52,"4.52",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"533",2013,"4","aphid",12,"L",53,"4.53",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"534",2013,"4","aphid",12,"T",54,"4.54",0,NA,15,NA,NA,4,NA,NA,NA,NA,NA,21.5,5.375
"535",2013,"4","none",12,"T",55,"4.55",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"536",2013,"4","none",12,"L",56,"4.56",0,NA,9,NA,NA,1,NA,NA,NA,NA,NA,9,9
"537",2013,"4","aphid",12,"J",57,"4.57",0,NA,9,NA,NA,5,NA,NA,NA,NA,NA,17,3.4
"538",2013,"4","aphid",12,"S",58,"4.58",0,NA,17,NA,NA,2,NA,NA,NA,NA,NA,23.5,11.75
"539",2013,"4","none",12,"J",59,"4.59",0,NA,5,NA,NA,1,NA,NA,NA,NA,NA,5,5
"540",2013,"4","none",12,"S",60,"4.60",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"541",2013,"5","aphid",1,"X",1,"5.1",0,NA,8,NA,NA,1,NA,NA,NA,NA,NA,9,9
"542",2013,"5","aphid",1,"I",2,"5.2",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"543",2013,"5","none",1,"I",3,"5.3",0,NA,13,NA,NA,3,NA,NA,NA,NA,NA,10,3.33333333333333
"544",2013,"5","aphid",1,"F",4,"5.4",0,NA,5,NA,NA,1,NA,NA,NA,NA,NA,5.5,5.5
"545",2013,"5","none",1,"F",5,"5.5",0,NA,17,NA,NA,9,NA,NA,NA,NA,NA,12,1.33333333333333
"546",2013,"5","aphid",1,"W",6,"5.6",0,NA,15,NA,NA,5,NA,NA,NA,NA,NA,23,4.6
"547",2013,"5","none",1,"W",7,"5.7",0,NA,13,NA,NA,3,NA,NA,NA,NA,NA,22,7.33333333333333
"548",2013,"5","aphid",1,"G",8,"5.8",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"549",2013,"5","aphid",1,"U",9,"5.9",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"550",2013,"5","none",1,"X",10,"5.10",0,NA,22,NA,NA,1,NA,NA,NA,NA,NA,21.5,21.5
"551",2013,"5","aphid",1,"T",11,"5.11",0,NA,19,NA,NA,2,NA,NA,NA,NA,NA,24,12
"552",2013,"5","aphid",1,"J",12,"5.12",0,NA,3.5,NA,NA,1,NA,NA,NA,NA,NA,3.5,3.5
"553",2013,"5","none",1,"J",13,"5.13",0,NA,10,NA,NA,8,NA,NA,NA,NA,NA,10.5,1.3125
"554",2013,"5","none",1,"U",14,"5.14",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"555",2013,"5","aphid",1,"S",15,"5.15",0,NA,14,NA,NA,9,NA,NA,NA,NA,NA,35.5,3.94444444444444
"556",2013,"5","aphid",1,"L",16,"5.16",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"557",2013,"5","none",1,"G",17,"5.17",0,NA,17,NA,NA,8,NA,NA,NA,NA,NA,21.5,2.6875
"558",2013,"5","none",1,"L",18,"5.18",0,NA,9,NA,NA,1,NA,NA,NA,NA,NA,9,9
"559",2013,"5","none",1,"T",19,"5.19",0,NA,14,NA,NA,1,NA,NA,NA,NA,NA,14,14
"560",2013,"5","none",1,"S",20,"5.20",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"561",2013,"5","aphid",6,"F",21,"5.21",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"562",2013,"5","aphid",6,"W",22,"5.22",0,NA,10,NA,NA,2,NA,NA,NA,NA,NA,8,4
"563",2013,"5","none",6,"W",23,"5.23",0,NA,9.5,NA,NA,3,NA,NA,NA,NA,NA,6.5,2.16666666666667
"564",2013,"5","none",6,"F",24,"5.24",0,NA,5.5,NA,NA,1,NA,NA,NA,NA,NA,3.5,3.5
"565",2013,"5","aphid",6,"X",25,"5.25",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"566",2013,"5","aphid",6,"J",26,"5.26",0,NA,7.5,NA,NA,2,NA,NA,NA,NA,NA,10,5
"567",2013,"5","none",6,"J",27,"5.27",0,NA,10,NA,NA,4,NA,NA,NA,NA,NA,10.5,2.625
"568",2013,"5","none",6,"X",28,"5.28",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"569",2013,"5","aphid",6,"L",29,"5.29",0,NA,5.5,NA,NA,2,NA,NA,NA,NA,NA,7,3.5
"570",2013,"5","aphid",6,"G",30,"5.30",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"571",2013,"5","aphid",6,"I",31,"5.31",0,NA,11.5,NA,NA,7,NA,NA,NA,NA,NA,6.5,0.928571428571429
"572",2013,"5","aphid",6,"S",32,"5.32",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"573",2013,"5","none",6,"S",33,"5.33",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"574",2013,"5","aphid",6,"T",34,"5.34",0,NA,10,NA,NA,2,NA,NA,NA,NA,NA,11,5.5
"575",2013,"5","none",6,"G",35,"5.35",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"576",2013,"5","aphid",6,"U",36,"5.36",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"577",2013,"5","none",6,"T",37,"5.37",0,NA,8.5,NA,NA,6,NA,NA,NA,NA,NA,9,1.5
"578",2013,"5","none",6,"U",38,"5.38",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"579",2013,"5","none",6,"I",39,"5.39",0,NA,13,NA,NA,6,NA,NA,NA,NA,NA,16.5,2.75
"580",2013,"5","none",6,"L",40,"5.40",0,NA,7,NA,NA,8,NA,NA,NA,NA,NA,20,2.5
"581",2013,"5","aphid",12,"W",41,"5.41",0,NA,55,NA,NA,22,NA,NA,NA,NA,NA,31.5,1.43181818181818
"582",2013,"5","aphid",12,"X",42,"5.42",0,NA,15,NA,NA,1,NA,NA,NA,NA,NA,15,15
"583",2013,"5","none",12,"W",43,"5.43",0,NA,50,NA,NA,1,NA,NA,NA,NA,NA,2.5,2.5
"584",2013,"5","none",12,"X",44,"5.44",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"585",2013,"5","aphid",12,"G",45,"5.45",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"586",2013,"5","aphid",12,"T",46,"5.46",0,NA,58,NA,NA,11,NA,NA,NA,NA,NA,18.5,1.68181818181818
"587",2013,"5","aphid",12,"F",47,"5.47",0,NA,51,NA,NA,18,NA,NA,NA,NA,NA,32.5,1.80555555555556
"588",2013,"5","aphid",12,"J",48,"5.48",0,NA,56,NA,NA,18,NA,NA,NA,NA,NA,17,0.944444444444444
"589",2013,"5","none",12,"J",49,"5.49",0,NA,11,NA,NA,1,NA,NA,NA,NA,NA,10,10
"590",2013,"5","aphid",12,"I",50,"5.50",0,NA,49.5,NA,NA,7,NA,NA,NA,NA,NA,14.5,2.07142857142857
"591",2013,"5","none",12,"I",51,"5.51",0,NA,49.5,NA,NA,16,NA,NA,NA,NA,NA,22,1.375
"592",2013,"5","none",12,"T",52,"5.52",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"593",2013,"5","aphid",12,"S",53,"5.53",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"594",2013,"5","none",12,"G",54,"5.54",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"595",2013,"5","aphid",12,"L",55,"5.55",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"596",2013,"5","aphid",12,"U",56,"5.56",0,NA,38,NA,NA,2,NA,NA,NA,NA,NA,20.5,10.25
"597",2013,"5","none",12,"U",57,"5.57",0,NA,12,NA,NA,1,NA,NA,NA,NA,NA,12,12
"598",2013,"5","none",12,"S",58,"5.58",0,NA,63,NA,NA,11,NA,NA,NA,NA,NA,32,2.90909090909091
"599",2013,"5","none",12,"L",59,"5.59",0,NA,56.5,NA,NA,13,NA,NA,NA,NA,NA,17,1.30769230769231
"600",2013,"5","none",12,"F",60,"5.60",0,NA,39.5,NA,NA,14,NA,NA,NA,NA,NA,21.5,1.53571428571429
