"","Year","Block","Aphid.Treatment","Ant.Mound.Dist","Genotype","Plant_Position","plant.id","Dead","leaf_count","Height","mature.shoot.count","immature.shoot.count","all.shoot.count","mature.shoot.total.length","mature.shoot.avg.length","leaf_WC","leaf_percent.browned","leaf_trichome.density","all.shoot.total.length","all.shoot.avg.length"
"213",2012,"4","aphid",6,"L",33,"4.33",0,11,49.5,3,0,3,15.7,0.872222222222222,2.84210526315789,1,42,NA,NA
"214",2012,"4","none",6,"G",34,"4.34",0,0,9,0,2,2,0,0,NA,NA,NA,NA,NA
"215",2012,"4","none",6,"T",35,"4.35",0,7,59,3,2,5,19.7,1.09444444444444,2.86274509803922,0.5,18,NA,NA
"216",2012,"4","none",6,"L",36,"4.36",0,5,48,2,2,4,10.2,0.566666666666667,2.34210526315789,0,7,NA,NA
"217",2012,"4","aphid",6,"J",37,"4.37",0,11,52,3,0,3,24.7,1.37222222222222,3.21428571428571,0.5,26,NA,NA
"218",2012,"4","none",6,"J",38,"4.38",0,7,29,2,0,2,6,0.333333333333333,NA,NA,NA,NA,NA
"219",2012,"4","aphid",6,"S",39,"4.39",0,22,54,6,0,6,45.2,2.51111111111111,1.92307692307692,0.5,3,NA,NA
"220",2012,"4","none",6,"S",40,"4.40",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",2012,"4","aphid",12,"I",41,"4.41",0,13,39,3,4,7,13.6,0.755555555555556,2.9047619047619,0.5,10,NA,NA
"222",2012,"4","aphid",12,"X",42,"4.42",0,10,48,3,0,3,15.8,0.877777777777778,NA,NA,NA,NA,NA
"223",2012,"4","none",12,"X",43,"4.43",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",2012,"4","none",12,"I",44,"4.44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",2012,"4","aphid",12,"F",45,"4.45",0,2,22,1,0,1,5.5,0.305555555555556,NA,NA,NA,NA,NA
"226",2012,"4","aphid",12,"W",46,"4.46",0,15,50,2,0,2,14.5,0.805555555555556,2.40322580645161,0,53,NA,NA
"227",2012,"4","none",12,"F",47,"4.47",0,5,31,2,0,2,11,0.611111111111111,2,1,3,NA,NA
"228",2012,"4","none",12,"W",48,"4.48",0,25,52,3,0,3,26,1.44444444444444,2.63333333333333,9,69,NA,NA
"229",2012,"4","aphid",12,"U",49,"4.49",0,1,58,2,0,2,14,0.777777777777778,2.09803921568628,2,11,NA,NA
"230",2012,"4","none",12,"U",50,"4.50",0,7,54.5,2,0,2,29,1.61111111111111,NA,NA,NA,NA,NA
"231",2012,"4","aphid",12,"G",51,"4.51",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2012,"4","none",12,"G",52,"4.52",0,2,37.5,2,1,3,9.5,0.527777777777778,2.71186440677966,2,0,NA,NA
"233",2012,"4","aphid",12,"L",53,"4.53",0,15,57,6,0,6,22,1.22222222222222,NA,NA,NA,NA,NA
"234",2012,"4","aphid",12,"T",54,"4.54",0,17,51,4,0,4,26.5,1.47222222222222,1.93150684931507,0.5,0,NA,NA
"235",2012,"4","none",12,"T",55,"4.55",0,12,54,3,0,3,24,1.33333333333333,NA,NA,NA,NA,NA
"236",2012,"4","none",12,"L",56,"4.56",0,20,58,5,0,5,28.2,1.56666666666667,3.46153846153846,2,27,NA,NA
"237",2012,"4","aphid",12,"J",57,"4.57",0,9,50,2,0,2,21,1.16666666666667,2,1,1,NA,NA
"238",2012,"4","aphid",12,"S",58,"4.58",0,28,35,4,0,4,47,2.61111111111111,2.2875,5,1,NA,NA
"239",2012,"4","none",12,"J",59,"4.59",0,10,48,4,1,5,17.5,0.972222222222222,2.02777777777778,0.5,4,NA,NA
"240",2012,"4","none",12,"S",60,"4.60",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",2012,"5","aphid",1,"X",1,"5.1",0,6,48,3,0,3,18,1,2.10596026490066,1,40,NA,NA
"242",2012,"5","aphid",1,"I",2,"5.2",0,0,17,0,4,4,0,0,NA,NA,NA,NA,NA
"243",2012,"5","none",1,"I",3,"5.3",0,17,19,4,0,4,13,0.722222222222222,NA,NA,NA,NA,NA
"244",2012,"5","aphid",1,"F",4,"5.4",0,7,25.5,2,0,2,8,0.444444444444444,2.03333333333333,0.5,10,NA,NA
"245",2012,"5","none",1,"F",5,"5.5",0,23,19,7,0,7,24.2,1.34444444444444,1.73076923076923,0.5,1,NA,NA
"246",2012,"5","aphid",1,"W",6,"5.6",0,16,58,4,0,4,23.5,1.30555555555556,1.421875,10,1,NA,NA
"247",2012,"5","none",1,"W",7,"5.7",0,22,54,3,0,3,22.8,1.26666666666667,NA,NA,NA,NA,NA
"248",2012,"5","aphid",1,"G",8,"5.8",0,3,19,3,3,6,6,0.333333333333333,NA,NA,NA,NA,NA
"249",2012,"5","aphid",1,"U",9,"5.9",0,1,46,1,3,4,6.5,0.361111111111111,NA,NA,NA,NA,NA
"250",2012,"5","none",1,"X",10,"5.10",0,6,57,2,0,2,21.2,1.17777777777778,NA,NA,NA,NA,NA
"251",2012,"5","aphid",1,"T",11,"5.11",0,12,52,5,4,9,36.2,2.01111111111111,2.90196078431373,2,0,NA,NA
"252",2012,"5","aphid",1,"J",12,"5.12",0,2,41,2,0,2,16,0.888888888888889,2.55882352941176,9,0,NA,NA
"253",2012,"5","none",1,"J",13,"5.13",0,0,8,0,4,4,0,0,NA,NA,NA,NA,NA
"254",2012,"5","none",1,"U",14,"5.14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",2012,"5","aphid",1,"S",15,"5.15",0,13,53,4,0,4,26,1.44444444444444,2.72881355932203,1,13,NA,NA
"256",2012,"5","aphid",1,"L",16,"5.16",0,2,44,1,4,5,8.5,0.472222222222222,NA,NA,NA,NA,NA
"257",2012,"5","none",1,"G",17,"5.17",0,18,30,7,0,7,24,1.33333333333333,2.67857142857143,0.5,0,NA,NA
"258",2012,"5","none",1,"L",18,"5.18",0,10,51,4,4,8,25,1.38888888888889,NA,NA,NA,NA,NA
"259",2012,"5","none",1,"T",19,"5.19",0,8,53,2,4,6,13,0.722222222222222,NA,NA,NA,NA,NA
"260",2012,"5","none",1,"S",20,"5.20",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",2012,"5","aphid",6,"F",21,"5.21",0,15,39,5,0,5,19.5,1.08333333333333,1.58181818181818,3,0,NA,NA
"262",2012,"5","aphid",6,"W",22,"5.22",0,21,39.5,5,0,5,24.5,1.36111111111111,2.34883720930233,3,44,NA,NA
"263",2012,"5","none",6,"W",23,"5.23",0,26,44.5,6,0,6,37.5,2.08333333333333,1.69411764705882,0.5,0,NA,NA
"264",2012,"5","none",6,"F",24,"5.24",0,18,47.5,5,0,5,21.5,1.19444444444444,2.44642857142857,0.5,2,NA,NA
"265",2012,"5","aphid",6,"X",25,"5.25",0,4,41.5,1,6,7,7,0.388888888888889,3.22033898305085,1,71,NA,NA
"266",2012,"5","aphid",6,"J",26,"5.26",0,8,51.5,4,0,4,20.5,1.13888888888889,2.09302325581395,2,5,NA,NA
"267",2012,"5","none",6,"J",27,"5.27",0,4,51,2,2,4,14,0.777777777777778,5.14285714285714,0,78,NA,NA
"268",2012,"5","none",6,"X",28,"5.28",0,3,16,1,2,3,5.5,0.305555555555556,NA,NA,NA,NA,NA
"269",2012,"5","aphid",6,"L",29,"5.29",0,0,14,0,7,7,0,0,NA,NA,NA,NA,NA
"270",2012,"5","aphid",6,"G",30,"5.30",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2012,"5","aphid",6,"I",31,"5.31",0,18,14,6,0,6,13,0.722222222222222,1.75,0,4,NA,NA
"272",2012,"5","aphid",6,"S",32,"5.32",0,10,49,6,2,8,27.5,1.52777777777778,3.875,0,57,NA,NA
"273",2012,"5","none",6,"S",33,"5.33",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",2012,"5","aphid",6,"T",34,"5.34",0,5,54,4,2,6,34.5,1.91666666666667,NA,NA,NA,NA,NA
"275",2012,"5","none",6,"G",35,"5.35",0,14,23,6,0,6,20,1.11111111111111,NA,1,NA,NA,NA
"276",2012,"5","aphid",6,"U",36,"5.36",0,4,48.5,2,2,4,10.5,0.583333333333333,NA,NA,NA,NA,NA
"277",2012,"5","none",6,"T",37,"5.37",0,2,54,1,4,5,8,0.444444444444444,NA,NA,NA,NA,NA
"278",2012,"5","none",6,"U",38,"5.38",0,7,51.5,2,0,2,19.5,1.08333333333333,2.15909090909091,0.5,1,NA,NA
"279",2012,"5","none",6,"I",39,"5.39",0,5,34,1,6,7,4,0.222222222222222,1.64285714285714,0.5,0,NA,NA
"280",2012,"5","none",6,"L",40,"5.40",0,22,37,10,0,10,27,1.5,NA,NA,NA,NA,NA
"281",2012,"5","aphid",12,"W",41,"5.41",0,37,54,5,1,6,24.5,1.36111111111111,1.61666666666667,0,24,NA,NA
"282",2012,"5","aphid",12,"X",42,"5.42",0,9,50,2,2,4,15,0.833333333333333,2.39130434782609,0.5,51,NA,NA
"283",2012,"5","none",12,"W",43,"5.43",0,18,53,3,0,3,19.7,1.09444444444444,1.79807692307692,0,41,NA,NA
"284",2012,"5","none",12,"X",44,"5.44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",2012,"5","aphid",12,"G",45,"5.45",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",2012,"5","aphid",12,"T",46,"5.46",0,35,56.5,5,0,5,36.5,2.02777777777778,NA,NA,NA,NA,NA
"287",2012,"5","aphid",12,"F",47,"5.47",0,39,49,7,0,7,28.7,1.59444444444444,1.575,0.5,7,NA,NA
"288",2012,"5","aphid",12,"J",48,"5.48",0,28,55,3,0,3,32,1.77777777777778,2,0,25,NA,NA
"289",2012,"5","none",12,"J",49,"5.49",0,40,54,13,0,13,38.5,2.13888888888889,1.8125,0.5,24,NA,NA
"290",2012,"5","aphid",12,"I",50,"5.50",0,32,48,9,0,9,28,1.55555555555556,NA,NA,NA,NA,NA
"291",2012,"5","none",12,"I",51,"5.51",0,45,51.5,15,0,15,40.5,2.25,2.11111111111111,1,21,NA,NA
"292",2012,"5","none",12,"T",52,"5.52",0,22,53,4,0,4,23.5,1.30555555555556,NA,NA,NA,NA,NA
"293",2012,"5","aphid",12,"S",53,"5.53",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",2012,"5","none",12,"G",54,"5.54",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",2012,"5","aphid",12,"L",55,"5.55",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",2012,"5","aphid",12,"U",56,"5.56",0,15,37,2,0,2,28.5,1.58333333333333,1.43859649122807,0,0,NA,NA
"297",2012,"5","none",12,"U",57,"5.57",0,16,54.5,3,2,5,28,1.55555555555556,NA,NA,NA,NA,NA
"298",2012,"5","none",12,"S",58,"5.58",0,41,60,9,0,9,43.5,2.41666666666667,1.93548387096774,0.5,51,NA,NA
"299",2012,"5","none",12,"L",59,"5.59",0,46,53.5,18,0,18,38,2.11111111111111,1.675,3,0,NA,NA
"300",2012,"5","none",12,"F",60,"5.60",0,27,38,8,0,8,19.5,1.08333333333333,NA,NA,NA,NA,NA
"301",2013,"1","aphid",1,"G",1,"1.1",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"302",2013,"1","aphid",1,"W",2,"1.2",0,NA,6.5,NA,NA,1,NA,NA,NA,NA,NA,6.5,6.5
"303",2013,"1","aphid",1,"T",3,"1.3",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"304",2013,"1","aphid",1,"F",4,"1.4",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"305",2013,"1","none",1,"F",5,"1.5",0,NA,11,NA,NA,3,NA,NA,NA,NA,NA,10,3.33333333333333
"306",2013,"1","aphid",1,"J",6,"1.6",0,NA,7,NA,NA,5,NA,NA,NA,NA,NA,9,1.8
"307",2013,"1","aphid",1,"X",7,"1.7",0,NA,4,NA,NA,3,NA,NA,NA,NA,NA,9,3
"308",2013,"1","none",1,"G",8,"1.8",0,NA,7,NA,NA,4,NA,NA,NA,NA,NA,7,1.75
"309",2013,"1","none",1,"J",9,"1.9",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"310",2013,"1","none",1,"T",10,"1.10",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"311",2013,"1","none",1,"W",11,"1.11",0,NA,6,NA,NA,2,NA,NA,NA,NA,NA,11,5.5
"312",2013,"1","none",1,"X",12,"1.12",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"313",2013,"1","aphid",1,"S",13,"1.13",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"314",2013,"1","aphid",1,"L",14,"1.14",0,NA,4,NA,NA,2,NA,NA,NA,NA,NA,5,2.5
"315",2013,"1","aphid",1,"I",15,"1.15",0,NA,6,NA,NA,3,NA,NA,NA,NA,NA,2,0.666666666666667
"316",2013,"1","none",1,"S",16,"1.16",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"317",2013,"1","aphid",1,"U",17,"1.17",0,NA,11,NA,NA,1,NA,NA,NA,NA,NA,11,11
"318",2013,"1","none",1,"I",18,"1.18",0,NA,8,NA,NA,2,NA,NA,NA,NA,NA,6.5,3.25
"319",2013,"1","none",1,"L",19,"1.19",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"320",2013,"1","none",1,"U",20,"1.20",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"321",2013,"1","aphid",6,"W",21,"1.21",0,NA,14,NA,NA,2,NA,NA,NA,NA,NA,9,4.5
"322",2013,"1","none",6,"W",22,"1.22",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"323",2013,"1","aphid",6,"T",23,"1.23",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"324",2013,"1","aphid",6,"G",24,"1.24",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"325",2013,"1","none",6,"G",25,"1.25",0,NA,3,NA,NA,1,NA,NA,NA,NA,NA,3,3
"326",2013,"1","aphid",6,"F",26,"1.26",0,NA,3,NA,NA,1,NA,NA,NA,NA,NA,2.5,2.5
"327",2013,"1","aphid",6,"X",27,"1.27",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"328",2013,"1","none",6,"T",28,"1.28",0,NA,7,NA,NA,1,NA,NA,NA,NA,NA,5.5,5.5
"329",2013,"1","aphid",6,"J",29,"1.29",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"330",2013,"1","none",6,"F",30,"1.30",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"331",2013,"1","none",6,"J",31,"1.31",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"332",2013,"1","aphid",6,"S",32,"1.32",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"333",2013,"1","none",6,"S",33,"1.33",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"334",2013,"1","none",6,"X",34,"1.34",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"335",2013,"1","aphid",6,"L",35,"1.35",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"336",2013,"1","aphid",6,"I",36,"1.36",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"337",2013,"1","none",6,"L",37,"1.37",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"338",2013,"1","none",6,"I",38,"1.38",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"339",2013,"1","aphid",6,"U",39,"1.39",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"340",2013,"1","none",6,"U",40,"1.40",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"341",2013,"1","aphid",12,"W",41,"1.41",0,NA,6,NA,NA,2,NA,NA,NA,NA,NA,14,7
"342",2013,"1","aphid",12,"G",42,"1.42",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"343",2013,"1","none",12,"G",43,"1.43",0,NA,4,NA,NA,3,NA,NA,NA,NA,NA,8,2.66666666666667
"344",2013,"1","aphid",12,"T",44,"1.44",0,NA,10,NA,NA,2,NA,NA,NA,NA,NA,9,4.5
"345",2013,"1","none",12,"W",45,"1.45",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"346",2013,"1","aphid",12,"J",46,"1.46",0,NA,4.5,NA,NA,5,NA,NA,NA,NA,NA,7.5,1.5
"347",2013,"1","none",12,"J",47,"1.47",0,NA,4.5,NA,NA,1,NA,NA,NA,NA,NA,4.5,4.5
"348",2013,"1","aphid",12,"X",48,"1.48",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"349",2013,"1","none",12,"X",49,"1.49",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"350",2013,"1","none",12,"T",50,"1.50",0,NA,9,NA,NA,1,NA,NA,NA,NA,NA,7.5,7.5
"351",2013,"1","aphid",12,"S",51,"1.51",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"352",2013,"1","none",12,"S",52,"1.52",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"353",2013,"1","aphid",12,"L",53,"1.53",0,NA,13,NA,NA,2,NA,NA,NA,NA,NA,14.5,7.25
"354",2013,"1","aphid",12,"F",54,"1.54",0,NA,5,NA,NA,3,NA,NA,NA,NA,NA,10.5,3.5
"355",2013,"1","none",12,"F",55,"1.55",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"356",2013,"1","aphid",12,"U",56,"1.56",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"357",2013,"1","aphid",12,"I",57,"1.57",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"358",2013,"1","none",12,"I",58,"1.58",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"359",2013,"1","none",12,"U",59,"1.59",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"360",2013,"1","none",12,"L",60,"1.60",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"361",2013,"2","aphid",1,"W",1,"2.1",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"362",2013,"2","aphid",1,"X",2,"2.2",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"363",2013,"2","aphid",1,"G",3,"2.3",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"364",2013,"2","none",1,"G",4,"2.4",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"365",2013,"2","none",1,"X",5,"2.5",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"366",2013,"2","none",1,"W",6,"2.6",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"367",2013,"2","aphid",1,"T",7,"2.7",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"368",2013,"2","none",1,"T",8,"2.8",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"369",2013,"2","aphid",1,"S",9,"2.9",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"370",2013,"2","aphid",1,"F",10,"2.10",0,NA,16,NA,NA,6,NA,NA,NA,NA,NA,20,3.33333333333333
"371",2013,"2","aphid",1,"J",11,"2.11",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"372",2013,"2","none",1,"S",12,"2.12",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"373",2013,"2","aphid",1,"I",13,"2.13",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"374",2013,"2","none",1,"F",14,"2.14",0,NA,34.5,NA,NA,11,NA,NA,NA,NA,NA,34,3.09090909090909
"375",2013,"2","none",1,"I",15,"2.15",0,NA,14.5,NA,NA,3,NA,NA,NA,NA,NA,10,3.33333333333333
"376",2013,"2","aphid",1,"U",16,"2.16",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"377",2013,"2","none",1,"J",17,"2.17",0,NA,18.5,NA,NA,9,NA,NA,NA,NA,NA,8.5,0.944444444444444
"378",2013,"2","none",1,"U",18,"2.18",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"379",2013,"2","aphid",1,"L",19,"2.19",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"380",2013,"2","none",1,"L",20,"2.20",0,NA,28,NA,NA,6,NA,NA,NA,NA,NA,10.5,1.75
"381",2013,"2","aphid",6,"X",21,"2.21",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"382",2013,"2","aphid",6,"G",22,"2.22",0,NA,5.5,NA,NA,1,NA,NA,NA,NA,NA,2.5,2.5
"383",2013,"2","none",6,"X",23,"2.23",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"384",2013,"2","none",6,"G",24,"2.24",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"385",2013,"2","aphid",6,"W",25,"2.25",0,NA,8.5,NA,NA,4,NA,NA,NA,NA,NA,8.5,2.125
"386",2013,"2","aphid",6,"T",26,"2.26",0,NA,9,NA,NA,1,NA,NA,NA,NA,NA,8.5,8.5
"387",2013,"2","none",6,"T",27,"2.27",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"388",2013,"2","none",6,"W",28,"2.28",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"389",2013,"2","aphid",6,"S",29,"2.29",0,NA,5,NA,NA,4,NA,NA,NA,NA,NA,2.5,0.625
"390",2013,"2","none",6,"S",30,"2.30",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"391",2013,"2","aphid",6,"I",31,"2.31",0,NA,6,NA,NA,5,NA,NA,NA,NA,NA,4.5,0.9
"392",2013,"2","none",6,"I",32,"2.32",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"393",2013,"2","aphid",6,"F",33,"2.33",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"394",2013,"2","aphid",6,"U",34,"2.34",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"395",2013,"2","aphid",6,"J",35,"2.35",0,NA,3,NA,NA,1,NA,NA,NA,NA,NA,3,3
"396",2013,"2","none",6,"J",36,"2.36",0,NA,4.5,NA,NA,3,NA,NA,NA,NA,NA,10.5,3.5
"397",2013,"2","none",6,"F",37,"2.37",0,NA,3.5,NA,NA,1,NA,NA,NA,NA,NA,3.5,3.5
"398",2013,"2","none",6,"U",38,"2.38",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"399",2013,"2","aphid",6,"L",39,"2.39",0,NA,4.5,NA,NA,4,NA,NA,NA,NA,NA,8,2
"400",2013,"2","none",6,"L",40,"2.40",0,NA,6,NA,NA,2,NA,NA,NA,NA,NA,9,4.5
"401",2013,"2","aphid",12,"X",41,"2.41",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"402",2013,"2","none",12,"X",42,"2.42",0,NA,5,NA,NA,1,NA,NA,NA,NA,NA,3.5,3.5
"403",2013,"2","aphid",12,"G",43,"2.43",0,NA,9,NA,NA,5,NA,NA,NA,NA,NA,5,1
"404",2013,"2","aphid",12,"T",44,"2.44",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"405",2013,"2","none",12,"T",45,"2.45",0,NA,1.5,NA,NA,1,NA,NA,NA,NA,NA,1.5,1.5
"406",2013,"2","none",12,"G",46,"2.46",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"407",2013,"2","aphid",12,"S",47,"2.47",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"408",2013,"2","none",12,"S",48,"2.48",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"409",2013,"2","aphid",12,"I",49,"2.49",0,NA,10,NA,NA,4,NA,NA,NA,NA,NA,16.5,4.125
"410",2013,"2","none",12,"I",50,"2.50",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"411",2013,"2","aphid",12,"W",51,"2.51",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"412",2013,"2","none",12,"W",52,"2.52",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"413",2013,"2","aphid",12,"J",53,"2.53",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"414",2013,"2","none",12,"J",54,"2.54",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"415",2013,"2","aphid",12,"F",55,"2.55",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"416",2013,"2","aphid",12,"L",56,"2.56",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"417",2013,"2","none",12,"F",57,"2.57",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"418",2013,"2","aphid",12,"U",58,"2.58",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"419",2013,"2","none",12,"U",59,"2.59",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"420",2013,"2","none",12,"L",60,"2.60",0,NA,10,NA,NA,2,NA,NA,NA,NA,NA,17.5,8.75
"421",2013,"3","aphid",1,"X",1,"3.1",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"422",2013,"3","none",1,"X",2,"3.2",0,NA,4,NA,NA,1,NA,NA,NA,NA,NA,4,4
"423",2013,"3","aphid",1,"T",3,"3.3",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"424",2013,"3","none",1,"T",4,"3.4",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"425",2013,"3","aphid",1,"G",5,"3.5",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"426",2013,"3","none",1,"G",6,"3.6",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"427",2013,"3","aphid",1,"S",7,"3.7",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"428",2013,"3","none",1,"S",8,"3.8",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"429",2013,"3","aphid",1,"I",9,"3.9",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"430",2013,"3","aphid",1,"J",10,"3.10",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"431",2013,"3","none",1,"I",11,"3.11",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"432",2013,"3","aphid",1,"W",12,"3.12",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"433",2013,"3","aphid",1,"F",13,"3.13",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"434",2013,"3","none",1,"W",14,"3.14",0,NA,4,NA,NA,1,NA,NA,NA,NA,NA,4,4
"435",2013,"3","aphid",1,"U",15,"3.15",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"436",2013,"3","none",1,"F",16,"3.16",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
