"","Year","Block","Wind.Exposure","Genotype","plant_ID","Dead","Height","all.shoot.count","all.shoot.avg.length","leaf_trichome.density","leaf_WC","SLA","leaf_area.mm2","leaf_C_N","leaf_C.mg","leaf_N.mg","leaf_C.perc","leaf_N.perc","trait.PC1","trait.PC2","root_N.perc","root_N.mg","root_C.perc","root_C.mg","root_CN"
"139",2012,"7","Unexposed","I","7UI9",0,14,1,0.71875,7,1.65384615384615,NA,NA,NA,NA,NA,NA,NA,-2.25488897077051,-0.752585247115277,NA,NA,NA,NA,NA
"140",2012,"7","Unexposed","G","7UG10",0,26,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.223835554270846,0.000509024595751407,NA,NA,NA,NA,NA
"141",2012,"8","Exposed","F","8EF1",0,27.5,6,0.71875,3,1.63076923076923,NA,NA,NA,NA,NA,NA,NA,-0.167564653933375,-0.504362455155365,NA,NA,NA,NA,NA
"142",2012,"8","Exposed","W","8EW2",0,36,4,1.5625,65,1.74025974025974,NA,NA,NA,NA,NA,NA,NA,1.67682444499068,1.18626869184171,NA,NA,NA,NA,NA
"143",2012,"8","Exposed","J","8EJ3",0,10,4,0.21875,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.68304158336351,0.676825885932638,NA,NA,NA,NA,NA
"144",2012,"8","Exposed","S","8ES4",0,32,3,0.9375,23,1.64444444444444,NA,NA,NA,NA,NA,NA,NA,-0.0939398785387419,-0.360413541310253,NA,NA,NA,NA,NA
"145",2012,"8","Exposed","T","8ET5",0,36.5,3,1.375,1,1.65,NA,NA,NA,NA,NA,NA,NA,0.864107769533911,-1.28919557702856,NA,NA,NA,NA,NA
"146",2012,"8","Exposed","U","8EU6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.42560051063142e-05,-0.000299954463162722,NA,NA,NA,NA,NA
"147",2012,"8","Exposed","L","8EL7",0,33,7,1.40625,61,1.86363636363636,NA,NA,NA,NA,NA,NA,NA,1.86383861811967,1.75396177749966,NA,NA,NA,NA,NA
"148",2012,"8","Exposed","I","8EI8",0,28.5,2,1.25,1,1.64516129032258,NA,NA,NA,NA,NA,NA,NA,-0.134722092261018,-1.24141373586693,NA,NA,NA,NA,NA
"149",2012,"8","Exposed","X","8EX9",0,20.5,6,0.53125,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.935797840690358,0.802364602582022,NA,NA,NA,NA,NA
"150",2012,"8","Exposed","G","8EG10",0,9,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.50451026235624,0.306477439575905,NA,NA,NA,NA,NA
"151",2012,"8","Unexposed","W","8UW1",0,37,3,1.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.620107051856081,-0.498983795871318,NA,NA,NA,NA,NA
"152",2012,"8","Unexposed","J","8UJ2",0,31,6,1.625,0,1.75,NA,NA,NA,NA,NA,NA,NA,1.60002896878072,-0.664592404573478,NA,NA,NA,NA,NA
"153",2012,"8","Unexposed","F","8UF3",0,29,5,0.71875,13,1.91304347826087,NA,NA,NA,NA,NA,NA,NA,-0.3068286093647,0.0781383671835859,NA,NA,NA,NA,NA
"154",2012,"8","Unexposed","L","8UL4",0,37.5,10,2.09375,22,1.85714285714286,NA,NA,NA,NA,NA,NA,NA,3.88037609648307,0.608452948050632,NA,NA,NA,NA,NA
"155",2012,"8","Unexposed","T","8UT5",0,35,4,0.90625,0,1.78181818181818,NA,NA,NA,NA,NA,NA,NA,0.156654603491358,-0.874203013262958,NA,NA,NA,NA,NA
"156",2012,"8","Unexposed","G","8UG6",0,25,4,0.6875,0,1.64285714285714,NA,NA,NA,NA,NA,NA,NA,-0.880062254400627,-0.818255735481553,NA,NA,NA,NA,NA
"157",2012,"8","Unexposed","U","8UU7",0,31,4,1.71875,5,1.68,NA,NA,NA,NA,NA,NA,NA,1.32895186462847,-0.897936728930809,NA,NA,NA,NA,NA
"158",2012,"8","Unexposed","S","8US8",0,31.5,4,1.21875,1,1.60526315789474,NA,NA,NA,NA,NA,NA,NA,0.495209046572748,-1.07286350180152,NA,NA,NA,NA,NA
"159",2012,"8","Unexposed","I","8UI9",0,22,6,1.46875,33,1.40740740740741,NA,NA,NA,NA,NA,NA,NA,0.936809901163531,0.204895578053653,NA,NA,NA,NA,NA
"160",2012,"8","Unexposed","X","8UX10",0,36.5,4,1.28125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98855087775532,-0.314576637727727,NA,NA,NA,NA,NA
"161",2012,"9","Exposed","W","9EW1",0,29,3,0.625,16,1.546875,NA,NA,NA,NA,NA,NA,NA,-0.85385912322301,-0.626568257034323,NA,NA,NA,NA,NA
"162",2012,"9","Exposed","J","9EJ2",0,32,3,0.34375,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.18848369334702,0.0459130235003241,NA,NA,NA,NA,NA
"163",2012,"9","Exposed","F","9EF3",0,29,3,0.78125,13,1.31578947368421,NA,NA,NA,NA,NA,NA,NA,-0.553592502416234,-1.09531064341543,NA,NA,NA,NA,NA
"164",2012,"9","Exposed","L","9EL4",0,11.5,3,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.76565648005568,0.407776402105489,NA,NA,NA,NA,NA
"165",2012,"9","Exposed","G","9EG5",0,10,1,0.25,28,1.625,NA,NA,NA,NA,NA,NA,NA,-3.23286747754964,0.101561664585441,NA,NA,NA,NA,NA
"166",2012,"9","Exposed","T","9ET6",0,33,3,0.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74003500735377,-0.0908800983063133,NA,NA,NA,NA,NA
"167",2012,"9","Exposed","I","9EI7",0,27.5,1,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.92543947351791,-0.361492864050394,NA,NA,NA,NA,NA
"168",2012,"9","Exposed","X","9EX8",0,32.5,3,0.9375,60,1.54,NA,NA,NA,NA,NA,NA,NA,0.137214756625609,0.758743659839276,NA,NA,NA,NA,NA
"169",2012,"9","Exposed","S","9ES9",0,18.5,3,0.9375,1,1.88,NA,NA,NA,NA,NA,NA,NA,-1.17054798135277,-0.478135493112187,NA,NA,NA,NA,NA
"170",2012,"9","Exposed","U","9EU10",0,29,2,0.46875,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4189904739677,-0.207301567612373,NA,NA,NA,NA,NA
"171",2012,"9","Unexposed","J","9UJ1",0,27.5,7,1.28125,16,1.90322580645161,NA,NA,NA,NA,NA,NA,NA,1.04825812864239,0.394737160802473,NA,NA,NA,NA,NA
"172",2012,"9","Unexposed","W","9UW2",0,37.5,4,1.34375,1,1.48717948717949,NA,NA,NA,NA,NA,NA,NA,1.14547549021982,-1.40034242352256,NA,NA,NA,NA,NA
"173",2012,"9","Unexposed","F","9UF3",0,29,6,1.34375,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06009537280655,0.221973623933327,NA,NA,NA,NA,NA
"174",2012,"9","Unexposed","L","9UL4",0,34,9,1.0625,7,1.51666666666667,NA,NA,NA,NA,NA,NA,NA,1.61866395311762,-0.302646837145965,NA,NA,NA,NA,NA
"175",2012,"9","Unexposed","G","9UG5",0,29,3,0.71875,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74501242667874,-0.117366368433641,NA,NA,NA,NA,NA
"176",2012,"9","Unexposed","T","9UT6",0,36,2,0.875,10,1.76363636363636,NA,NA,NA,NA,NA,NA,NA,-0.247859191235057,-0.85943608147718,NA,NA,NA,NA,NA
"177",2012,"9","Unexposed","S","9US7",0,33.5,5,1.65625,47,1.52941176470588,NA,NA,NA,NA,NA,NA,NA,1.8573639553456,0.437331278687295,NA,NA,NA,NA,NA
"178",2012,"9","Unexposed","X","9UX8",0,32.5,5,1.125,81,1.44262295081967,NA,NA,NA,NA,NA,NA,NA,1.05050811879023,1.60129012915396,NA,NA,NA,NA,NA
"179",2012,"9","Unexposed","I","9UI9",0,35.5,4,1.5625,0,1.54545454545455,NA,NA,NA,NA,NA,NA,NA,1.36998084221799,-1.34210268882116,NA,NA,NA,NA,NA
"180",2012,"9","Unexposed","U","9UU10",0,29,4,1.5,0,1.44444444444444,NA,NA,NA,NA,NA,NA,NA,0.835792785677906,-1.33482478255251,NA,NA,NA,NA,NA
"181",2012,"10","Exposed","J","10EJ1",0,10.5,3,0.21875,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88886565247657,0.440267931665968,NA,NA,NA,NA,NA
"182",2012,"10","Exposed","W","10EW2",0,31.5,2,0.9375,1,1.71232876712329,NA,NA,NA,NA,NA,NA,NA,-0.481605655492689,-1.15710499461194,NA,NA,NA,NA,NA
"183",2012,"10","Exposed","F","10EF3",0,23,4,0.71875,0,1.52777777777778,NA,NA,NA,NA,NA,NA,NA,-0.940982173934389,-0.947518557193092,NA,NA,NA,NA,NA
"184",2012,"10","Exposed","G","10EG4",0,15,3,0.5625,21,1.88235294117647,NA,NA,NA,NA,NA,NA,NA,-1.96315831025876,0.360069572129618,NA,NA,NA,NA,NA
"185",2012,"10","Exposed","T","10ET5",0,32,8,1.40625,2,1.74074074074074,NA,NA,NA,NA,NA,NA,NA,1.77261049118326,-0.305689460320962,NA,NA,NA,NA,NA
"186",2012,"10","Exposed","I","10EI6",0,29.5,2,1.03125,0,1.57142857142857,NA,NA,NA,NA,NA,NA,NA,-0.434369266349279,-1.36939761203577,NA,NA,NA,NA,NA
"187",2012,"10","Exposed","L","10EL7",0,28.5,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909972362896056,0.878755152824901,NA,NA,NA,NA,NA
"188",2012,"10","Exposed","S","10ES8",0,6,1,0.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.73423460383824,0.0676292415306357,NA,NA,NA,NA,NA
"189",2012,"10","Exposed","U","10EU9",0,35,2,0.90625,19,1.72619047619048,NA,NA,NA,NA,NA,NA,NA,-0.212266947421404,-0.585152884264572,NA,NA,NA,NA,NA
"190",2012,"10","Exposed","X","10EX10",0,32.5,3,1.3125,30,1.75,NA,NA,NA,NA,NA,NA,NA,0.600887146999072,-0.0374838770057184,NA,NA,NA,NA,NA
"191",2012,"10","Unexposed","J","10UJ1",0,34.5,8,2.03125,50,1.79245283018868,NA,NA,NA,NA,NA,NA,NA,3.24247827970128,1.2736593783643,NA,NA,NA,NA,NA
"192",2012,"10","Unexposed","W","10UW2",0,36.5,3,1.4375,32,1.27272727272727,NA,NA,NA,NA,NA,NA,NA,1.1931087828216,-0.777000901622075,NA,NA,NA,NA,NA
"193",2012,"10","Unexposed","F","10UF3",0,26,3,1,5,1.6,NA,NA,NA,NA,NA,NA,NA,-0.474862670193891,-0.926788933259529,NA,NA,NA,NA,NA
"194",2012,"10","Unexposed","G","10UG4",0,25,3,0.5,0,2.06451612903226,NA,NA,NA,NA,NA,NA,NA,-1.5207328135462,-0.313482752965474,NA,NA,NA,NA,NA
"195",2012,"10","Unexposed","T","10UT5",0,37,2,1.03125,0,1.88732394366197,NA,NA,NA,NA,NA,NA,NA,0.0188502701432842,-1.07376144883104,NA,NA,NA,NA,NA
"196",2012,"10","Unexposed","I","10UI6",0,31.5,6,1.3125,17,2.02702702702703,NA,NA,NA,NA,NA,NA,NA,1.12216882968674,0.372184325029383,NA,NA,NA,NA,NA
"197",2012,"10","Unexposed","L","10UL7",0,33,7,1.21875,47,1.67441860465116,NA,NA,NA,NA,NA,NA,NA,1.50988144636598,1.02301572921551,NA,NA,NA,NA,NA
"198",2012,"10","Unexposed","S","10US8",0,38,2,1.375,13,1.8,NA,NA,NA,NA,NA,NA,NA,0.760016781392193,-0.830999676114217,NA,NA,NA,NA,NA
"199",2012,"10","Unexposed","U","10UU9",0,33,4,1.375,0,1.44186046511628,NA,NA,NA,NA,NA,NA,NA,0.894794406348274,-1.40652222259222,NA,NA,NA,NA,NA
"200",2012,"10","Unexposed","X","10UX10",0,33,3,0.96875,62,1.64545454545455,NA,NA,NA,NA,NA,NA,NA,0.214590689317329,0.966108716744295,NA,NA,NA,NA,NA
"201",2013,"1","Exposed","I","1EI1",0,13,7,1.02380952380952,NA,1.56281407035176,125678.391959799,2.501,40.5373134328358,2.716,0.067,48.16,1.19,0.421529598349983,-0.361829129816236,0.7023,0.0338,45.5596,2.1946,64.9289940828402
"202",2013,"1","Exposed","W","1EW2",0,29,5,1.80952380952381,NA,1.65682656826568,94612.5461254613,2.564,43.75,2.8,0.064,48.95,1.12,1.86425413471638,-0.3357111238624,0.9845,0.0457,48.9093,2.2718,49.7111597374179
"203",2013,"1","Exposed","F","1EF3",0,19,4,0.5,NA,1.5440313111546,89158.5127201565,4.556,49.8793103448276,2.893,0.058,48.06,0.96,0.45493714664386,1.09647815499357,0.6374,0.0316,44.7468,2.2163,70.1360759493671
"204",2013,"1","Exposed","L","1EL4",0,12,11,1.52380952380952,NA,1.47191011235955,92172.2846441947,2.461,57.5833333333333,2.764,0.048,48.61,0.84,1.99171344610133,0.879073538383577,0.8128,0.0429,49.3831,2.6089,60.8135198135198
"205",2013,"1","Exposed","T","1ET5",0,23.5,4,1.45238095238095,NA,2.31967213114754,140471.31147541,6.855,38.2985074626866,2.566,0.067,48.25,1.26,-0.276842322424444,-2.04533470328087,0.5587,0.0399,49.2588,3.5146,88.0852130325815
"206",2013,"1","Exposed","X","1EX6",0,16,8,1.35714285714286,NA,2.0715935334873,97875.2886836028,4.238,36.9066666666667,2.768,0.075,50.06,1.35,0.956411608619111,-1.15196562317351,1.2268,0.0617,50.6786,2.5507,41.3403565640195
"207",2013,"1","Exposed","J","1EJ7",0,14,5,1.11904761904762,NA,1.95373665480427,117651.245551601,3.306,40.34375,2.582,0.064,48.14,1.2,-0.0161527797369397,-0.714842119880095,0.84,0.0444,51.7747,2.7358,61.6171171171171
"208",2013,"1","Exposed","S","1ES8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000194679969187533,0.000186444824321758,NA,NA,NA,NA,NA
"209",2013,"1","Exposed","U","1EU9",0,26,6,2.47619047619048,NA,1.60964912280702,85285.0877192982,3.889,44.047619047619,2.775,0.063,48.94,1.12,2.61985224224939,-0.326272088074506,0.907,0.0582,52.2521,3.3525,57.6030927835052
"210",2013,"1","Exposed","G","1EG10",0,17.5,3,0.928571428571429,NA,1.62560777957861,105623.987034036,6.517,NA,NA,NA,NA,NA,0.201384239939738,0.577732340547968,1.2178,0.0191,48.6321,0.7611,39.848167539267
"211",2013,"1","Unexposed","W","1UW1",0,37,13,1.80952380952381,NA,1.94642857142857,96517.8571428571,4.324,35.126582278481,2.775,0.079,49.03,1.39,3.11727010017858,-2.1852295317359,NA,NA,NA,NA,NA
"212",2013,"1","Unexposed","F","1UF2",0,31,7,1.07142857142857,NA,2.10699588477366,115061.728395062,5.592,46.6666666666667,2.52,0.054,48.28,1.04,0.83667412123526,-1.12354166315949,0.616,0.0318,45.4772,2.3503,73.9088050314465
"213",2013,"1","Unexposed","I","1UI3",0,24.5,15,1.25714285714286,NA,1.72727272727273,119020.979020979,1.702,29.4111111111111,2.647,0.09,48.55,1.65,2.29807864541176,-2.21168040252109,0.3545,0.0176,44.8121,2.2186,126.056818181818
"214",2013,"1","Unexposed","L","1UL4",0,30.5,15,2.38095238095238,NA,1.48275862068966,92896.5517241379,2.694,56.4583333333333,2.71,0.048,48.51,0.86,4.03109857510846,-0.340950620230333,0.498,0.0247,46.2729,2.2924,92.8097165991903
"215",2013,"1","Unexposed","T","1UT5",0,45.5,13,2.23809523809524,NA,2.07977736549165,104823.747680891,5.65,38.8571428571429,2.448,0.063,47.76,1.23,3.51195465258967,-2.67247897303124,0.7521,0.0347,44.2964,2.0447,58.9250720461095
"216",2013,"1","Unexposed","X","1UX6",0,36,8,2.5,NA,2.11688311688312,134350.649350649,2.069,44.3103448275862,2.57,0.058,48.51,1.1,1.96475371610001,-2.31070506734946,0.2814,0.0156,46.9388,2.6089,167.23717948718
"217",2013,"1","Unexposed","S","1US7",0,40,10,1.47619047619048,NA,2.03571428571429,128333.333333333,2.156,38.1333333333333,2.86,0.075,49,1.28,1.85802087292409,-2.38053748610018,0.1233,0.0065,46.7537,2.4602,378.492307692308
"218",2013,"1","Unexposed","U","1UU8",0,36,6,1.4047619047619,NA,1.67639902676399,86666.6666666667,3.562,41.1111111111111,2.59,0.063,49.03,1.19,2.13328608534107,-0.523148164863081,0.074,0.0041,46.3264,2.5739,627.780487804878
"219",2013,"1","Unexposed","J","1UJ9",0,35,14,1.45238095238095,NA,1.74881516587678,90663.5071090047,3.826,56.9583333333333,2.734,0.048,48.21,0.85,3.11716715479576,-0.384540577481702,1.2061,0.0259,43.4669,0.9341,36.0656370656371
"220",2013,"1","Unexposed","G","1UG10",0,17,4,1.45238095238095,NA,1.82894736842105,103925.438596491,4.739,81.53125,2.609,0.032,50.09,0.62,0.417068150975456,2.06411740419153,NA,NA,NA,NA,NA
"221",2013,"2","Exposed","W","2EW1",0,18,5,0.952380952380952,NA,1.32732732732733,90315.3153153153,6.015,44.4918032786885,2.714,0.061,48.82,1.09,1.13810415214999,0.860906057027806,0.7233,0.0415,42.1659,2.4207,58.3301204819277
"222",2013,"2","Exposed","F","2EF2",0,21,8,1.11904761904762,NA,1.39482200647249,97572.8155339806,3.015,41.1791044776119,2.759,0.067,50.15,1.22,1.66213764364326,0.0575598501139776,1.114,0.0282,45.287,1.1467,40.6631205673759
"223",2013,"2","Exposed","I","2EI3",0,8.5,1,0.30952380952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61584284659261,0.510052799881541,0.1203,0.0029,40.0092,0.9626,331.931034482759
"224",2013,"2","Exposed","L","2EL4",0,27,3,1.30952380952381,NA,1.77634961439589,109768.637532134,4.27,NA,NA,NA,NA,NA,0.691055050345025,-0.325891908229515,0.4731,0.0273,40.9897,2.3643,86.6043956043956
"225",2013,"2","Exposed","T","2ET5",0,31,9,2.04761904761905,NA,1.76143790849673,124640.522875817,7.628,28.7864077669903,2.965,0.103,49.63,1.72,2.15430818202418,-2.35140772359649,0.7398,0.0331,46.5053,2.0788,62.8036253776435
"226",2013,"2","Exposed","X","2EX6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000194679969187533,0.000186444824321758,NA,NA,NA,NA,NA
"227",2013,"2","Exposed","S","2ES7",0,30,4,1.21428571428571,NA,1.78688524590164,124332.552693208,5.309,69.7297297297297,2.58,0.037,47.75,0.69,0.513685636066951,0.80960097367202,1.332,0.0291,30.3287,0.6618,22.7422680412371
"228",2013,"2","Exposed","U","2EU8",0,44.5,3,1.80952380952381,NA,1.7116704805492,86075.5148741419,7.523,45.8571428571429,2.889,0.063,48.84,1.07,2.31379616953152,-0.403929596564148,0.449,0.0182,40.7342,1.6518,90.7582417582418
"229",2013,"2","Exposed","J","2EJ9",0,25.5,6,1.14285714285714,NA,1.96666666666667,105033.333333333,3.151,37.4782608695652,2.586,0.069,49.89,1.34,0.870223229469358,-1.09928037589111,0.4033,0.02,36.726,1.8242,91.21
"230",2013,"2","Exposed","G","2EG10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000194679969187533,0.000186444824321758,NA,NA,NA,NA,NA
"231",2013,"2","Unexposed","W","2UW1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000194679969187533,0.000186444824321758,NA,NA,NA,NA,NA
"232",2013,"2","Unexposed","I","2UI2",0,28,11,1.66666666666667,NA,1.66666666666667,108280.701754386,3.086,34.7951807228916,2.888,0.083,51.58,1.49,2.39599581443346,-1.52981045337929,NA,NA,NA,NA,NA
"233",2013,"2","Unexposed","F","2UF3",0,31,14,3.35714285714286,NA,1.48538011695906,87953.216374269,3.008,39.8153846153846,2.588,0.065,49.85,1.25,4.81945353073107,-1.5369775593923,NA,NA,NA,NA,NA
"234",2013,"2","Unexposed","L","2UL4",0,26,6,2.16666666666667,NA,1.51063829787234,107893.617021277,5.071,54.7058823529412,2.79,0.051,48.95,0.89,2.027169839041,0.196999123155041,0.8618,0.0454,46.7395,2.4632,54.2555066079295
"235",2013,"2","Unexposed","X","2UX5",0,38,14,4.21428571428571,NA,1.57281553398058,97119.7411003236,6.002,36.4266666666667,2.732,0.075,51.8,1.43,5.54553547101909,-2.50796841181276,0.6879,0.0316,25.0361,1.1517,36.4462025316456
"236",2013,"2","Unexposed","S","2US6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000194679969187533,0.000186444824321758,NA,NA,NA,NA,NA
"237",2013,"2","Unexposed","U","2UU7",0,26,4,2.57142857142857,NA,0.858974358974359,81153.8461538462,6.33,38.25,2.907,0.076,50.99,1.33,3.25817632108438,0.631471447991726,0.9228,0.0574,47.2046,2.9361,51.1515679442509
"238",2013,"2","Unexposed","T","2UT8",0,18,4,1.45238095238095,NA,NA,NA,NA,32.0795454545455,2.823,0.088,48.65,1.52,0.336662654581796,-1.25221740033655,1.1802,0.0292,42.9388,1.0606,36.3219178082192
"239",2013,"2","Unexposed","J","2UJ9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000194679969187533,0.000186444824321758,NA,NA,NA,NA,NA
"240",2013,"2","Unexposed","G","2UG10",0,12.5,2,0.642857142857143,NA,2.125,105119.047619048,3.532,NA,NA,NA,NA,NA,-0.891824553402936,0.256785627549277,0.7766,0.0214,23.3451,0.642,30
"241",2013,"3","Exposed","W","3EW1",0,11,3,0.880952380952381,NA,1.5561797752809,111123.595505618,3.956,NA,NA,NA,NA,NA,-0.144955657148887,0.831523107346104,1.4645,0.0231,48.4749,0.764,33.0735930735931
"242",2013,"3","Exposed","F","3EF2",0,10,5,0.619047619047619,NA,1.734375,133515.625,1.709,NA,NA,NA,NA,NA,-0.663966823579066,-0.00310998261601813,1.3608,0.0686,42.344,2.1358,31.134110787172
"243",2013,"3","Exposed","L","3EL3",0,11,7,0.761904761904762,NA,1.42647058823529,106617.647058824,2.9,36.4936708860759,2.883,0.079,50.11,1.38,0.632016719125743,0.0549629598572221,NA,NA,NA,NA,NA
"244",2013,"3","Exposed","I","3EI4",0,11.5,5,1.14285714285714,NA,1.47104247104247,128108.108108108,3.318,31.4235294117647,2.671,0.085,50.1,1.59,0.238387055916585,-0.653003901641776,1.6271,0.0429,45.675,1.2035,28.0536130536131
"245",2013,"3","Exposed","U","3EU5",0,11,6,1.07142857142857,NA,1.45283018867925,92924.5283018868,3.94,45.6296296296296,2.464,0.054,47.64,1.05,0.902339663826946,0.767114860186623,1.4316,0.0495,46.6452,1.6139,32.6040404040404
"246",2013,"3","Exposed","X","3EX6",0,13,3,0.785714285714286,NA,1.80269058295964,138452.914798206,6.175,47.4137931034483,2.75,0.058,49.16,1.04,-0.869909505622108,-0.102377879258124,1.0425,0.0193,40.5635,0.75,38.860103626943
"247",2013,"3","Exposed","S","3ES7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000194679969187533,0.000186444824321758,NA,NA,NA,NA,NA
"248",2013,"3","Exposed","J","3EJ8",0,9.5,3,0.80952380952381,NA,2.16602316602317,176332.046332046,4.567,25.2685185185185,2.729,0.108,49.39,1.96,-1.95751379440536,-2.51249918963175,1.0489,0.0311,45.731,1.3573,43.6430868167203
"249",2013,"3","Exposed","T","3ET9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000194679969187533,0.000186444824321758,NA,NA,NA,NA,NA
"250",2013,"3","Exposed","G","3EG10",0,10,1,0.476190476190476,NA,1.73037542662116,98668.9419795222,5.782,39.4375,2.524,0.064,47.11,1.19,-0.715493388949966,0.53168765151603,1.2917,0.0184,47.3643,0.6735,36.6032608695652
"251",2013,"3","Unexposed","W","3UW1",0,31,11,1.04761904761905,NA,1.33644859813084,88056.0747663552,4.711,33.6103896103896,2.588,0.077,47.69,1.42,2.74859766823778,-0.646338064503195,0.8706,0.0281,32.4792,1.0471,37.2633451957295
"252",2013,"3","Unexposed","F","3UF2",0,20,3,0.880952380952381,NA,1.53012048192771,100722.891566265,2.508,NA,NA,NA,NA,NA,0.455211127347752,0.769674229432194,1.8332,0.0821,45.81,2.0505,24.9756394640682
"253",2013,"3","Unexposed","L","3UL3",0,10,2,0.857142857142857,NA,1.57731958762887,96288.6597938144,2.802,41.8571428571429,2.637,0.063,48.24,1.14,-0.0801926527038713,0.728907807454219,1.1726,0.0579,46.8667,2.3129,39.9464594127807
"254",2013,"3","Unexposed","I","3UI4",0,4,3,1.16666666666667,NA,1.42268041237113,97422.6804123711,1.89,NA,NA,NA,NA,NA,0.149378097801126,1.5081672657964,1.0223,0.0227,61.9021,1.3773,60.6740088105727
"255",2013,"3","Unexposed","S","3US5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000194679969187533,0.000186444824321758,NA,NA,NA,NA,NA
"256",2013,"3","Unexposed","U","3UU6",0,29.5,4,1.26190476190476,NA,1.76134122287968,96094.674556213,4.872,43.6461538461539,2.837,0.065,49.68,1.14,1.17635004150138,-0.262513735130209,1.116,0.0649,44.3616,2.5801,39.7550077041602
"257",2013,"3","Unexposed","X","3UX7",0,32,2,0.380952380952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.158136466516491,-0.234608562901303,1.1257,0.0422,46.1484,1.7292,40.9763033175355
"258",2013,"3","Unexposed","J","3UJ8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000194679969187533,0.000186444824321758,NA,NA,NA,NA,NA
"259",2013,"3","Unexposed","T","3UT9",0,44,4,0.452380952380952,NA,1.79693486590038,121800.766283525,3.179,35.4927536231884,2.449,0.069,46.84,1.33,0.702223125371174,-1.34147503103059,1.124,0.0473,46.897,1.972,41.6913319238901
"260",2013,"3","Unexposed","G","3UG10",0,6,1,0.285714285714286,NA,1.52293577981651,112889.908256881,2.461,49.2830188679245,2.612,0.053,46.81,0.94,-1.12132294141351,1.3711694650569,1.1349,0.0212,46.0639,0.8619,40.6556603773585
"261",2013,"4","Exposed","W","4EW1",0,5,1,0.238095238095238,NA,1.37837837837838,127513.513513514,2.359,52.3829787234043,2.462,0.047,46.21,0.87,-1.33017071723693,1.57388195270482,1.1474,0.0563,43.1427,2.1183,37.6252220248668
"262",2013,"4","Exposed","F","4EF2",0,9,1,0.0714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.84215700501578,0.522171092375229,0.5659,0.0031,33.7476,0.1826,58.9032258064516
"263",2013,"4","Exposed","L","4EL3",0,4,2,0.30952380952381,NA,1.47826086956522,103304.347826087,2.376,66.8974358974359,2.609,0.039,46.11,0.69,-0.895771322417244,2.62114887059135,1.2337,0.0662,46.4096,2.4899,37.6117824773414
"264",2013,"4","Exposed","S","4ES4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000194679969187533,0.000186444824321758,NA,NA,NA,NA,NA
"265",2013,"4","Exposed","I","4EI5",0,16,5,0.333333333333333,NA,1.17877094972067,111229.05027933,1.991,NA,NA,NA,NA,NA,0.324837562372049,1.3045859155516,1.1692,0.0502,47.3223,2.0306,40.4501992031873
"266",2013,"4","Exposed","J","4EJ6",0,12,5,0.142857142857143,NA,1.93577981651376,129908.256880734,1.416,NA,NA,NA,NA,NA,-1.09427064203713,-0.0629853947841969,NA,NA,NA,NA,NA
"267",2013,"4","Exposed","X","4EX7",0,13.5,2,0.619047619047619,NA,1.51788268955651,99556.5092989986,6.959,NA,NA,NA,NA,NA,-0.153356158817669,1.29859474742364,1.5176,0.0291,41.6028,0.7975,27.4054982817869
"268",2013,"4","Exposed","U","4EU8",0,9,3,0.5,NA,1.46511627906977,108930.23255814,2.342,40.6811594202899,2.807,0.069,48.94,1.2,-0.358159605402,0.684295236955414,1.071,0.0456,44.5227,1.8936,41.5263157894737
