"","10EF3","10EI6","10EJ1","10ET5","10EU9","10EW2","10EX10","10UF3","10UG4","10UI6","10UJ1","10UL7","10US8","10UT5","10UU9","10UX10","1EF2","1EG10","1EI1","1EJ7","1EL4","1ET5","1EU9","1EX6","1UF2","1UG10","1UI3","1UI4","1UJ9","1UM1","1US7","1UT5","1UX6","2EI3","2EJ9","2ES7","2ET5","2EU8","2UG10","2UL4","2UT8","2UU7","2UX5","3EF2","3EJ8","3EU5","3EX6","3E","3UG10","3UL3","3UL4","3UT9","3UU6","3UW1","4EF2","4EI5","4EL3","4ET9","4EU8","4EW1","4EX7","4UF1","4UG10","4UI5","4UL3","4US9","4UT8","4UU7","4UW2","5EF2","5EJ6","5EM1","5ET8","5EX5","5UF2","5UJ4","5UL6","5US7","5UW1","6EJ4","6ET7","6UF1","6UI9","6UL5","6US8","6UW2","7EI9","7EJ5","7EL4","7ET7","7EU3","7EW1","7EX8","7UF2","7UG10","7UI9","7UJ3","7UL5","7UT7","7UU6","7UW1","8EF1","8EI8","8EJ3","8EL7","8ES4","8EW2","8EX9","8UF3","8UI9","8US8","8UT5","8UU7","8UW1","8UX10","9EF3","9EG5","9ES9","9EU10","9EW1","9EX8","9UF3","9UG5","9UI9","9UJ1","9UL4","9US7","9UT6","9UU10","9UW2","9UX8"
"OTU_979",4.33471715615583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85550691942433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23216910585051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17848701494574,0,0,0,4.13541876945631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63180408123597,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_184",3.58001328474942,6.24980206873563,0,5.10153802646206,6.47003900044723,7.6345833308527,5.74501082272223,0,0,0,3.15463802354112,3.23860629216086,4.61102479730735,3.66888498426625,5.79325723019557,7.78049334149277,0,2.30817712462755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16880359054956,0,0,0,0,0,0,2.70594736231395,0,0,0,1.53841991478413,0,0,0,0,0,0,0,3.42071654840817,0,3.84130225398095,3.51856674272463,0,5.07839145197637,6.67125701011586,2.18263605319187,5.17214146376319,7.58801185321509,6.7977446519545,6.37349618792391,5.18402376684512,5.52035810166261,4.97321859120815,2.0651288114307,0,0,5.9266888010464,0,4.18914291698646,0,0,0,0,0,5.29339110432346,0,3.69777914561962,0,1.71049338280502,0,2.37897783590632,0,0,0,2.70594736231395,0,0,4.14295795384204,4.69511493524215,3.92770776101859,5.1756750889302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95212496036718
"OTU_249",4.33471715615583,0,0,4.39231742277876,0,0,4.37412430601279,5.2785470675411,0,0,3.15463802354112,0,0,4.61102479730735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60643738362987,0,0,2.74723392962003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38839758599459,0,0,0,0,0,0,0,0,0,2.8048845532333,0,7.98454792396396,0,0,0,0,0,0,0,0,0,8.072530493055,0,0,5.73192284771874,3.46820716297531,4.14295795384204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5",4.8276798422294,0,0,0,0,3.10510187997459,0,0,7.85654523945337,2.65973026912313,7.96585271126262,0,4.82495874052852,0,3.44638727081258,3.09544678548304,10.2630552404673,14.940845464687,13.6882508528897,13.800503664931,12.9655943074326,13.0626776889476,12.8221866908517,11.944776644388,5.1753303844644,13.3773310929857,17.0999641448219,14.7724919447016,16.7367926635886,17.8219859586157,11.555910124212,12.3896150357275,13.2395815360077,12.1818235224742,3.94701870831383,10.1734849563323,9.21756910545123,4.71311057985417,2.93026737880716,8.34375010443219,14.443202577297,7.1395513523988,14.9310407492839,6.68999082782644,8.72619227308279,3.63180408123597,1.53841991478413,0,5.85647537384263,11.1761128126474,8.39293956908229,1.91459632461682,3.82353484911304,11.1780423288648,0,10.712179391734,7.1395513523988,0,5.1857963940852,9.29786843951717,4.48586007484136,1.46983988451743,0,0,0,0,3.10026412347343,0,6.8062253581851,10.4971208418693,14.1009181173399,6.23504392147486,11.9527277675197,15.0706042634693,12.414585007206,12.053209407902,13.8206860813629,8.61359675254205,5.01669906294176,13.7935932610666,10.6888460879303,8.84828819674978,9.10825837939574,7.76362440899247,8.0354239658539,4.78391089905399,11.8963037804913,0,12.8168927431102,10.3938388055523,3.59092816755755,11.5368938975301,15.207284994149,0,0,0,7.11249363425876,1.34126981718837,0,2.52654581449584,8.08243369765109,8.23274317531359,7.37724730053398,13.0607716232135,14.6191910885413,12.2504546948242,13.1687864056047,10.9362744401056,1.51712317170536,9.56946445178673,9.00706515926113,12.240976915642,12.8415801622095,0,0,2.22959927365109,0,1.42411679318971,1.94448473902113,0,0,0,1.57921470411084,0,0,0,2.431784574116,0,0,1.35755200461808,1.28375600367424
"OTU_1320",1.90293258203984,0,0,2.11547721741994,0,0,0,3.76606950699462,0,0,0,3.77169840131092,4.35974956032233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48149160564621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74450835638347,0,0,0,0,3.42071654840817,0,0,0,0,2.69253452005575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98122279296937,0,3.54080817111492,2.49854774890369,0,0,0,2.66620975975427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87727182893046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18462919421995,0,0,0,0,0,0
"OTU_1475",3.87760980187651,2.30817712462755,5.93642508410152,3.4594316186373,4.38683292637747,4.97353096313328,4.58654353654064,6.09226856602025,5.96667182393394,6.23779476325755,3.68456153234682,5.4327621195005,5.58120058192496,5.17617314910749,5.58585498144302,6.25685400548364,5.00787093152069,5.02770935034306,6.72079300320693,7.31637289426811,7.45563946364696,7.12604498094005,6.63247596192379,5.90264112260716,8.1120520027698,6.29576575511298,8.26745553910285,7.85492119537852,8.06321744826538,7.79921122039755,6.34851226271689,4.99417253113919,7.72771944411739,7.89214290344311,6.92115432087645,4.94111944731437,7.05610086981098,4.43577537846254,8.01835679771811,7.15829634203584,6.6582114827518,8.61102479730736,8.14347482821693,5.24068892153753,5.10578912728052,6.23024287130343,4.97618903872893,3.74656647874489,7.51171045468951,6.46101728837841,4.99082335362503,7.15253064470575,6.6392931020248,5.61470984411521,6.99110901448133,6.90868006430365,10.2139142674121,4.14864144307435,6.61978174789169,6.46649162022788,5.3489176103802,5.11388043248561,4.74578903879112,3.1395513523988,5.20544865787805,3.87301360302558,5.45711137338446,3.19586179062594,5.12884051769575,4.08096176359888,4.83724729636818,5.37644808406182,5.13701301373787,5.33891227451824,6.3881657795083,4.23095443483987,6.13234931999275,4.60025868781767,4.83040646209525,5.13199825308062,4.16873332454569,3.54784304516046,5.08466519463548,3.54080817111492,4.70043971814109,4.53131244690484,4.45998258104265,4.73953953783003,4.51211193531348,6.96018083173046,7.06174040062687,4.06236406524356,8.95461983938197,4.70043971814109,4.46419754590935,3.92770776101859,5.29787584259695,5.29805553760672,5.94022982739088,6.13026410847607,5.45222472010766,5.60086419218686,5.69620134219636,5.58184988885382,5.48185820004067,4.84688328624424,4.34508914526947,5.54359342682031,5.73176777861271,4.96119516810186,4.24929499699706,5.76710175174962,4.89412084283602,4.74989547281972,5.59387055341255,5.37817886000906,5.10934188083875,4.80405495002025,4.88215531106128,4.68165599162866,4.2200733044175,4.65092576309952,5.03602609856096,4.74989547281972,5.85143895113203,5.10822430177014,4.98955825327835,5.30654178424077,3.99549954389889,5.37937836707126,5.25937516592001
"OTU_1598",3.87760980187651,0,5.21507974276025,3.4594316186373,4.74934194964295,5.13834480896117,4.7716632149143,4.71205007406621,5.84323659399035,6.13234931999275,4.37593229446041,5.11916002448379,5.01122725542326,5.45840661323654,4.94030632786083,5.84809141964358,5.5411291222348,5.59785382389846,6.7872853497454,7.25902680343795,7.31388870709643,7.04861613927718,7.33730332077428,5.53134617342607,8.0398082609709,5.58770740260425,8.42566550441689,8.03351632851234,8.38083042280753,7.85446189486848,6.91303533582943,4.89073518546585,7.44290851082197,8.49671420866577,7.08337704117909,4.76679529256889,6.57500401005476,4.43577537846254,8.01835679771811,7.22820464705572,7.08746284125034,8.78463484555753,8.42434031087311,4.27834968628632,4.26581807866738,5.8574848460998,4.68716736104806,5.25803194220007,7.72085584372788,6.10311856739583,3.95352168094232,6.87459399954711,7.48084333609908,4.08746284125034,7.19604700160119,6.95889202430141,10.5708044377245,4.58571685108652,6.61978174789169,6.55299448154144,4.98098676530008,5.65985385216876,4.13792692963043,5.32418054661874,5.70824384115435,4.82292152257413,5.18402376684512,3.72736482388393,4.48972950210809,3.16378586434491,3.64319272917858,5.37644808406182,5.0152045608571,5.02586808577068,5.5181443941486,5.64064663329884,6.13234931999275,5.25585201024798,3.14455828128389,5.13199825308062,4.32971779642136,5.26427951083369,3.99729781707688,4.2273172337683,3.62803122261304,2.4395643012756,5.2785470675411,4.18132976471456,3.41913025391273,6.7533954256093,6.72754442958104,4.20570583820715,9.00319721540819,4.44846050081629,4.46419754590935,3.38938412110904,4.89501141624866,5.18094640753357,5.1109080343353,5.53101006264043,5.048129858726,5.00353975166926,5.69620134219636,5.20406514259292,5.63062939920133,4.4484605008163,3.95352168094232,5.2609439274521,5.57152315364708,5.67951546357847,5.52497400965011,5.76710175174962,5.1490462717664,2.62792129042715,6.23504392147486,5.2441399896479,4.85464206586659,4.51636328667603,5.0152045608571,5.06657190704169,4.47014774464545,4.8830719760904,5.34913281013145,4.74989547281972,5.32218386920607,5.29563163975967,5.17651567092565,5.30654178424077,4.2684662272262,5.48381577726426,4.74550433682429
"OTU_45",4.8276798422294,8.57155031196743,5.78703713902739,7.06967352780681,9.11059508971341,10.5052870507374,6.73149768188789,2.37897783590632,0,8.00179745242017,6.09156604841615,9.17756671958649,7.83011902544452,6.2330204264745,9.34321870377584,8.87321193467687,7.7604028565097,6.52213566326572,10.2466578914132,5.37060618845982,11.4468529629994,4.91633715927461,4.79627142292859,6.28397874066005,6.49488260555337,7.06570142934454,4.23703919730085,6.53177793238458,0,4.20095189706294,7.54199374037727,8.66793889829877,6.73450955355649,0,7.03130357256675,7.15591506759866,0,5.23638729039073,0,0,0,0,0,8.21685989876684,6.52646653639005,7.42576283549591,4.97618903872893,8.93244402849713,2.18862844012072,2.89755273102918,4.99082335362503,8.11898419853744,6.6392931020248,3.70043971814109,0,0,0,0,0,0,0,10.1310260560222,2.70819945539804,3.1395513523988,10.5142588495572,7.33458218622605,3.76831801286866,8.02338662552856,6.63502853935846,5.74275460887161,2.98122279296937,6.02656082627114,5.13701301373787,7.13415607669838,4.83724729636818,3.30580842952409,2.65973026912313,8.19978645953217,4.06058997971447,8.07804814308128,5.44171070908367,5.45222472010766,9.11606375373156,9.00894509053266,9.39602089110675,5.35131061465047,0,8.02790599656989,5.4801475956774,0,4.83916898116688,5.01852791590741,7.79359541813221,10.9769817166238,10.124047014658,8.94804885516812,7.0089386818211,9.36071919493222,10.6393042849308,9.41352719271572,6.92268376748781,8.23274317531359,9.95496024741341,7.08929065733278,7.64406627569713,10.4153016404485,7.89308898450365,6.16066649832661,8.58726245235705,9.01844484498349,8.08358713461579,8.63381775337233,10.3053410919693,7.90292958720346,8.71396697822306,0,5.68030549615404,3.67632516281832,0,0,3.00982614943613,9.27477660735467,10.4353554514934,8.97610775458006,4.87621213497109,10.5355218858125,8.34994342380855,6.58429344026262,0,8.31373335026382,9.59677529642897
"OTU_1774",5.65291862185164,0,5.62037442087823,4.60486205815886,0,5.54310535098827,7.08606636931778,0,0,0,0,0,5.58120058192496,3.1395513523988,1.79711573755277,0,3.40494754359549,7.5753374456934,6.57784213772696,5.37060618845982,6.98021583575556,8.8251328858182,5.36382187559417,2.46594492559597,0,4.97594717971841,3.02553509210714,2.13416523832471,5.52074217203167,2.41895254928223,0,0,0,0,0,0,0,0,0,5.27891621565189,3.4594316186373,3.4594316186373,0,0,0,0,0,0,5.19326665701941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01576348736988,4.03426990208475,4.17511308421263,5.53774786230033,1.0146467759644,0,0,0,0,0,0,0,2.4447848426729,0,0,0,0,0,0,0,0,0,0,0,0,4.26166757006989,0,0,0,0,0,0,2.52088396098715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94980708630464,1.46658453953035,0,0,0,0,0,0,0,0,0,1.95212496036718
"OTU_626",3.58001328474942,0,0,0,0,0,4.124937546669,0,0,0,0,0,0,0,0,0,0,0,2.57896874452671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23024287130343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36489813385292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_131",3.2046381357303,3.68456153234682,0,0,7.36059791895844,0,8.36609210099214,6.40996134043134,0,0,4.37593229446041,0,0,6.44190670454224,0,4.96295055472912,0,2.30817712462755,0,2.03758958339308,1.61041096997008,3.05298445593173,3.84728110647037,0,6.04143717009439,5.31401356455375,0,5.12508506527042,4.24519685955414,2.41895254928223,5.32280751889563,6.75416565006809,0,0,2.53796502118399,2.16880359054956,0,0,0,0,0,0,2.70594736231395,0,0,0,0,0,0,0,5.69277972927086,3.59458824819444,0,0,0,0,0,0,0,0,5.64182528170972,0,0,0,4.03426990208475,0,0,0,0,0,0,0,0,0,0,4.53743413063857,2.65973026912313,4.29312406623999,2.29911821197928,2.431784574116,1.64299828164205,0,4.45668025823762,4.2273172337683,7.76094670905793,3.83535176074046,0,0,1.14543043952156,0,0,0,0,0,0,0,0,0,0,0,0,2.69698659214263,2.38881997854254,4.69084091333118,8.06603692552612,2.16099187667231,5.75862555707454,0,0,0,0,4.06378510657331,0,0,0,0,0,0,0,0,0,4.21286964721794,6.98012253883956,0,6.42804828199179,0,3.29148698132323,7.16423553445351,8.70716418801281,8.14879432142433,5.71835966045443
"OTU_50",3.87760980187651,0,3.70577809626141,4.79007693062577,0,5.13834480896117,0,3.23317655766845,0,0,0,2.38388653607811,0,3.1395513523988,6.90462717036601,5.2755974575454,3.40494754359549,3.15463802354112,0,3.36691947984776,6.37739316382873,0,3.31158615066591,3.32909111815555,5.27939098082839,4.69659191343609,0,2.13416523832471,3.31933409651237,3.81182839863691,0,0,3.77169840131092,2.67272948343797,2.53796502118399,2.99873835143609,0,1.71965570904613,3.83238707009799,4.13327280038399,4,0,5.49821559855322,4.88897975118111,0,0,4.68716736104806,2.85023537875095,0,0,0,7.38547405983719,0,0,4.91294745434551,0,0,4.81745200249851,0,0,0,0,1.50843800856116,0,8.02222552839489,0,5.28091133573123,2.02191477642844,3.02779722102158,0,4.58427138931111,0,5.45071779842664,0,6.88559119380806,5.50603203149944,6.01858493300885,6.32318571086782,7.02693021361697,0,6.56099397624561,0,3.99729781707688,9.14167236330178,0,3.30005891492677,3.23317655766845,11.9072662485311,9.5786300014963,6.96018083173046,0,6.83842295123806,7.99917905858397,12.9820280097855,11.0665454519757,10.4005709103565,7.81148498296213,10.5354006196252,9.58769572536669,12.5238302895537,9.4761992865168,7.09046565195898,0,0,0,2.16099187667231,3.41438395678029,2.3643980639004,0,0,0,7.98055276942522,4.18914291698646,7.51054384303122,0,0,0,0,0,5.01748255512085,4.77899839631768,0,5.20105699206577,4.74989547281972,0,5.10822430177014,0,11.5253189434831,1.41203875564901,0,6.66434652980549
"OTU_328",2.69587181445938,0,0,5.23521646169403,0,0,0,2.37897783590632,0,0,3.15463802354112,0,5.89708912831276,0,0,0,0,0,0,5.47502847368832,4.89469328681147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82355115047563,1.94448473902113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59705557270918,0,0,0,0,0,0,0,0,4.79007693062577,0,0,0,5.80593871006512,2.391296045716,0,0,0,0,0,0,3.63558857379113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24012952607853,0,0,0,0,0,0,0,0,0,0,4.61721624128718,0,0,0,0,0,0,4.37713900775107,0,0,0,0
"OTU_1634",3.87760980187651,3.15463802354112,5.21507974276025,4.14295795384204,4.85242070453597,4.97353096313328,5.08298936467103,6.17848701494574,6.37593053393294,6.42804828199179,4.84136855887518,4.9324328073716,5.01122725542326,4.82495874052852,5.42891981878874,5.40971114367223,5.00787093152069,5.59785382389846,7.32376618020853,6.96836270075188,7.13576458341718,6.68915629620443,6.75679456792813,5.03008036780422,8.00986643623019,6.57262937615983,8.25063680070157,8.01472974830282,8.06321744826538,7.48591678983105,5.89570457516307,5.38521792363862,7.44290851082197,7.71889188252249,7.79541530874608,4.85658876820082,7.24739016349354,3.88376428594652,8.48629562037967,7.18197750405468,7.08746284125034,8.61102479730736,8.55723625188046,4.27834968628632,4.97246919255583,6.11636617859224,5.35755200461808,4.85550691942433,7.26701989209709,6.16927848785727,4.387330570109,7.40917934729069,7.12057894806411,5.93073733756289,7.09721393873168,7.30785479053466,10.4726908392428,4.14864144307435,5.75748588934966,6.05688197436144,5.11433136240952,5.3196921007973,4.28171193537566,4.82495874052852,6.02464246078526,4.17511308421263,4.96823041950661,3.34818616122205,5.26929816789039,4.08096176359888,3.64319272917858,4.80874681318428,4.88215531106128,4.62551659907179,5.72039169623323,6.17214966655683,6.23779476325755,5.25585201024798,4.83040646209525,5.13199825308062,4.6061202956718,4.09108884389022,3.69777914561962,3.54080817111492,3.33498424771281,3.30005891492677,6.00056817659056,4.73953953783003,4.16749417518755,6.78481355800004,7.00080929625336,4.56606068140749,9.09570426790864,4.57994442595453,4.02907033960834,3.92770776101859,4.54622879975528,5.88952729187289,5.36696757101833,5.45473992331258,4.9265576290646,5.60086419218686,5.29040940841228,5.1490462717664,4.35173260754856,4.84688328624424,4.34508914526947,5.2609439274521,5.62693938524284,4.39920545229137,5.21085779021384,5.68129366987738,3.64319272917858,4.44131007757831,5.59387055341255,5.61384042334863,4.85464206586659,4.80405495002025,5.24933296415473,5.01748255512085,4.35052219231649,4.65092576309952,5.03602609856096,4.44131007757831,5.32218386920607,5.74501082272223,4.88613203544172,4.44436978864003,4.2684662272262,5.14465824283188,5.25937516592001
"OTU_1976",3.58001328474942,0,0,2.11547721741994,0,0,0,3.76606950699462,8.83734490512274,9.71669178516708,0,7.21606023228298,8.03737535776324,3.1395513523988,8.36723091678058,7.98771985260149,1.76472046947336,0,0,2.03758958339308,0,0,3.84728110647037,0,0,0,0,0,0,0,0,0,0,0,0,1.45851416548022,0,0,0,0,0,0,0,0,0,0,0,0,6.93069525378473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4797007398546,0,0,0,0,0,0,0,2.65973026912313,0,4.36512161199069,0,0,0,0,0,0,0,5.2785470675411,5.01919356523331,7.64232524666339,7.40638429042021,6.80086415646931,0,6.42545017896995,0,0,0,0,0,0,0,0,4.82895157681203,2.38881997854254,0,4.9129474543455,2.16099187667231,5.47502847368832,6.2420078657769,2.71953222571551,3.46600726831132,5.21085779021384,3.38321521567151,0,4.04823980030202,2.95545356104674,0,3.36611052854498,0,0,0,0,7.61600061546452,6.95722322721868,6.29866211388464,5.75999439259656,6.18527854566781,7.35435838021489,4.79213858656718,5.96490210174972,8.2109756777264,4.39821923113559
"OTU_501",5.19441956336306,0,0,0,5.4206396833616,0,0,0,0,0,0,3.23860629216086,0,0,0,3.62301872698323,0,0,0,0,0,0,2.45003292063505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3476598600288,0,0,0,0,0,0,1.49138838540896,0,0,0,0,0,0,4.58571685108652,0,0,0,0,5.99391495628382,0,3.78873924389026,0,0,0,0,0,5.7515055836303,0,0,0,2.15324626029568,0,2.65973026912313,0,3.67408839119414,0,0,0,0,0,0,7.32455893231684,5.42682852768344,0,0,4.13972146863489,0,10.0407774160287,0,9.37395265537019,0,4.31884797146191,5.04215759913008,6.09770902161585,3.46820716297531,3.68983161857511,0,1.49986045865648,0,1.2505434616506,0,2.16099187667231,4.34508914526947,0,0,4.39920545229137,0,0,0,0,0,0,0,0,0,0,6.93891056202434,0,0,0,0,0,0,0,0,0,0
"OTU_243",3.2046381357303,3.68456153234682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31158615066591,0,0,0,0,0,0,6.45871864850127,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75941510540281,0,0,0,0,0,0,0,0,3.82353484911304,0,0,0,0,0,4.783910899054,0,0,0,0,0,0,0,0,0,0,6.72922021894514,5.05241189638726,0,0,0,0,0,0,0,0,0,3.24679858092986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10611731663137,0,0,0,0,6.19049433374854,0,0,0,0,0,5.82949243816788,0,0,0,0,0,0,7.44651872287905,0,0,1.94448473902113,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_95",4.96055740993783,0,0,0,4.9486231832881,0,0,0,0,0,3.15463802354112,0,0,6.62433854531299,0,6.97186886381894,5.5411291222348,5.02770935034306,5.16292986043575,4.85550691942433,5.5290256208765,0,4.23703919730085,0,6.35897782753851,0,3.02553509210714,0,1.99783865871053,0,0,1.07213038778423,0,0,11.5090136474879,8.85342952505498,3.92133572295412,4.09212673014256,0,3.01653172388989,2.58496250072116,4.39231742277877,6.87063719610169,9.96722625883599,2.01418161554093,0,0,0,6.3091000434726,0,0,0,0,5.35755200461809,0,0,0,0,0,4.12047160335188,9.94501869099614,0,0,3.1395513523988,3.78873924389026,2.14174970538801,1.81772660613004,3.72736482388393,0,0,0,0,0,0,0,3.30580842952409,3.54080817111492,10.5583984643919,0,0,0,0,0,0,2.47130571892559,0,0,0,0,1.75501441617639,2.70594736231395,0,2.54951366471687,5.34281546136119,3.11483928018165,6.26358627926358,0,0,6.28874997216747,7.42985503869742,0,7.68477105314707,0,5.81178989339795,0,2.16099187667231,3.95352168094232,4.13729943136648,0,2.59099132287058,0,3.38321521567151,0,0,0,0,0,0,0,5.28970877442097,0,0,1.57921470411084,0,4.69056767304572,0,0,0,4.2684662272262,0,8.4437819038812
"OTU_125",5.39560749271295,8.84391484632255,6.19552785752508,5.47031993478004,5.66677922079792,6.11771716158276,5.91194382333481,0,0,0,0,0,0,0,0,2.25507312013111,0,0,9.7426823039883,4.0468359169076,6.85785329926889,5.70306997418577,0,3.32909111815555,8.99946681104506,0,3.93411206434354,2.13416523832471,0,5.32662488158876,6.54971424391298,0,6.67618026704573,4.09837174041728,4.33847927115121,1.45851416548022,4.61970091400494,0,6.44448014622015,5.9093328097129,4.39231742277876,3.4594316186373,6.48216726280893,0,7.22820464705572,3.63180408123597,0,0,4.48235223377922,0,0,0,0,3.16992500144231,0,0,2.93859945533586,5.34869112074396,0,0,0,5.38225100360017,5.76833083838118,4.05528243550119,3.78873924389026,6.95264684086528,7.91228453407434,2.83237338209444,5.62353144637346,0,2.48483446623362,3.47704716155427,2.74373160334846,0,0,0,0,0,4.36512161199069,5.03861755492066,5.63900844023861,0,4.6410890922285,3.54080817111492,4.42321143072455,0,0,3.63558857379113,7.57054572795228,0,5.66458969898141,4.66861895218962,0,1.62449086490779,1.54384664693366,0,4.33409118883037,7.31266027420487,0,5.86153006220864,0,0,0,0,0,0,0,0,0,3.46600726831132,0,2.0512516997237,0,0,0,7.82076773583476,9.29162732471057,7.31514193655473,7.58408452563522,7.17490329656753,7.68359497032515,0,0,0,0,0,3.58364074612491,0,1.41203875564901,0,4.89211920001518
"OTU_234",3.58001328474942,0,0,2.93859945533586,1.5811255435635,0,2.10080064078749,0,0,0,3.68456153234682,0,0,5.32418054661874,0,0,0,3.15463802354112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53796502118399,4.06473334476011,0,6.02724659476421,0,0,2.58496250072116,0,2.70594736231395,8.17663971521083,4.82556295402304,0,5.54579190344048,0,2.18862844012072,0,0,0,0,0,0,0,0,4.30950013765185,0,0,0,0,0,0,0,0,0,0,0,0,4.71629715456295,2.13039663725568,0,0,0,0,0,0,0,1.67708070270959,3.98750239700405,0,4.95140687595081,0,5.22356296504439,0,0,4.57634937041645,3.9584208962486,0,0,0,3.04990140413507,1.62449086490779,3.11483928018165,0,0,0,2.12290614753698,1.75742969672592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24012952607853,0,0,0,0,0,0,0,0,0,0,0,0,3.75488750216347,0
"OTU_1433",5.19441956336306,3.15463802354112,4.25340610879026,3.4594316186373,3.16480678750338,5.13834480896117,5.08298936467103,5.42682852768344,4.73557772004197,6.01858493300885,3.15463802354112,5.4327621195005,5.01122725542326,5.01122725542326,4.81904084118616,5.53241106399441,5.68256521391293,4.62733922721683,6.41915312847834,6.81763914543594,7.02639562422435,6.05947275696559,6.92523651390741,5.03008036780422,7.7984499077531,5.74501082272223,7.77384565986736,7.62651338314201,7.73859796093625,7.21748362095283,6.21277809641272,4.99417253113919,6.89655595031446,8.01716761397506,7.18220333122075,4.20808937286318,6.77466275899016,4.58109690404053,7.641513492138,6.61363056884334,6.85798099512758,8.49585502688718,7.72072138138274,4.5542749561909,5.22782439391283,6.28397874066005,4.45630551765058,4.69179769493014,6.79857269320079,5.80319369897977,4.72040537087332,6.80481927232876,7.42670614832368,4.64385618977473,6.99110901448133,6.85665730016281,10.0329640560776,4.45420893868831,6.16584081064889,6.37446942144584,4.98098676530008,5.38225100360017,4.53233076289146,4.35974956032233,4.86814981284587,4.17511308421263,4.96823041950661,3.72736482388393,4.70291917264217,4.54182416244974,4.09524543620369,4.41076645987854,5.24933296415473,4.06948510032128,5.89774115851471,5.19201877229293,5.25678584183231,3.90241017262585,4.61644073219433,4.71560377451293,5.03769558130759,0,3.99729781707688,4.2273172337683,4.70043971814109,3.30005891492677,4.45998258104265,3.25873426840017,4.65777856600709,6.54900033044797,6.56868050176305,4.06236406524356,8.65789941748908,4.44846050081629,4.98419471958169,2.52088396098715,3.78445715380188,4.58533124066972,4.9635361900568,5.10153802646206,4.7937901944758,5.23124312287446,5.12508506527042,5.1490462717664,4.9129474543455,3.51306958223937,4.90619347308184,5.54359342682031,5.10934188083875,4.70739381933768,5.78277689933694,5.49265940907437,4.89412084283602,4.04823980030202,5.78277689933694,5.50081616146327,4.54512626605815,4.51636328667603,5.45071779842664,4.91398953431124,4.07664595803119,3.82353484911304,4.38409925734413,3.50623305940552,4.87621213497109,4.33190266226018,4.88613203544172,5.30654178424077,4.13842914851307,5.87805091272854,4.5822864463253
