OTUId,10EF3,10EI6,10EJ1,10ET5,10EU9,10EW2,10EX10,10UF3,10UG4,10UI6,10UJ1,10UL7,10US8,10UT5,10UU9,10UX10,1EF2,1EG10,1EI1,1EJ7,1EL4,1ET5,1EU9,1EW2,1EX6,1UF2,1UG10,1UI3,1UI4,1UJ9,1UM1,1US7,1UT5,1UX6,2EI3,2EJ9,2ES7,2ET5,2EU8,2UG10,2UL4,2UT8,2UU7,2UX5,3EF2,3EJ8,3EU5,3EX6,3E,3UG10,3UL3,3UI4,3UT9,3UU6,3UW1,4EF2,4EI5,4EL3,4ET9,4EU8,4EW1,4EX7,4UF1,4UG10,4UI5,4UL3,4US9,4UT8,4UU7,4UW2,5EF2,5EJ6,5EM1,5ET8,5EX5,5UF2,5UJ4,5UL6,5US7,5UW1,6EJ4,6ET7,6UF1,6UI9,6UL5,6US8,6UW2,7EI9,7EJ5,7EL4,7ET7,7EU3,7EW1,7EX8,7UF2,7UG10,7UI9,7UJ3,7UL5,7UT7,7UU6,7UW1,8EF1,8EG10,8EI8,8EJ3,8EL7,8ES4,8EW2,8EX9,8UF3,8UI9,8UJ2,8US8,8UT5,8UU7,8UW1,8UX10,9EF3,9EG5,9ES9,9EU10,9EW1,9EX8,9UF3,9UG5,9UI9,9UJ1,9UL4,9US7,9UT6,9UU10,9UW2,9UX8
OTU_396,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,124,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_164,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,67,0,0,0,0,0,4,0,0,8,490,23,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,50,0,0,0,0,11,0,0,0,0,0,0
OTU_144,0,114,0,8,0,0,0,5,0,0,5,0,0,1,0,7,8,1,0,0,0,0,6,1,5,36,0,4,0,0,2,0,0,0,2,17,134,2,392,1,2,2,3,18,115,40,0,15,7,27,0,0,0,0,0,0,0,0,13,0,0,0,13,10,0,0,0,0,9,0,0,29,12,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,570,0,9,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,374,0,0,0,2,5,0,2,34,0
OTU_367,0,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,1,0,1,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0
OTU_366,0,59,3,0,0,22,0,1,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,2,0,6,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_207,0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,7,4,0,0,0,4,0,4,0,1,3,0,37,20,5,41,1,93,25,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,7,6,0,0,0,0,1,13,41,14,6,3,0,0,46,44,0,0,0,0,65,4,0,0,0,0,2,0,0,6,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
OTU_23,0,48,12,56,89,102,34,39,24,14,621,159,29,328,32,190,340,28,102,90,489,26,50,113,5,68,6,474,476,97,45,202,222,265,32,92,338,13,26,7,674,1,6,17,243,172,255,535,136,570,36,4365,1081,0,96,14,0,16,842,0,26,36,339,71,4,42,5,738,52,1557,560,83,75,381,30,6,275,12,67,2,2153,938,59,506,252,162,216,7,127,59,278,154,354,181,3294,708,112,0,1257,327,2474,0,4022,11,538,22,8,57,1096,0,828,122,0,2,278,59,133,0,18,26,40,55,805,80,261,2014,24,622,113,1066,1518,122,4018,5208
OTU_225,0,115,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,67,2,1,37,8,33,75,40,22,26,12,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_289,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_273,0,56,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_445,0,93,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_241,0,1,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,1,0,4,1,0,0,1,0,1,3,0,8,10,14,0,0,6,34,7,6,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,75,24,15,7,24,0,0,0,0,0,18,12,0,0,30,1,17,0,4,0,0,7,3,0,3,0,0,0,0,0,0,0,21,4,0,0,1,0,0,2,0,1,0,1,0,1,0,0,0,0,24,28,0,6,0,1,0,0,0,0,0,0,0,0
OTU_68,0,109,5,0,56,0,0,22,0,0,124,0,0,35,0,0,72,0,11,13,0,0,0,0,0,0,0,484,0,0,0,42,0,0,155,28,2,0,16,99,24,0,0,0,30,0,0,0,13,2,0,1092,0,0,0,0,0,0,0,0,0,0,3,0,14,2,0,0,0,0,675,0,2,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,66,0,0,0,0,1,155,0,2,21,1,126,1,0,39,0,0,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,53,0,151,8,104,0,2046,0,0,30,0,1,38,0
OTU_188,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,7,0,1,0,2,0,0,2,0,0,0,0,0,2,8,0,26,0,0,0,0,0,11,3,1,9,0,5,0,9,15,0,0,0,0,0,73,0,0,4,1,6,0,0,1,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,4,0,0,13,0,0,0,23,0,57,172,7,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,1,0,0,0,0,0,0
OTU_642,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_173,0,29,4,5,0,0,31,7,0,0,7,0,0,0,0,0,0,5,2,299,25,0,145,2,11,0,7,1,9,75,4,36,33,4,0,2,13,0,0,1,0,0,0,2,0,0,0,12,0,1,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,0,3,0,0,0,10,30,7,7,12,24,18,4,0,2,0,0,0,0,0,7,0,0,0,25,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0
OTU_60,0,54,4,0,10,1,0,5,0,0,10,17,0,25,53,8,15,121,7,9,8,9,22,14,8,57,181,20,3,5,15,97,36,17,35,206,136,10,65,10,48,28,1,6,62,122,95,240,4,54,0,708,111,0,1,26,0,27,471,11,8,285,132,384,157,108,57,621,101,864,99,0,0,0,1,1,0,0,0,2,20,282,15,24,32,7,30,0,0,0,0,2,140,13,220,124,3,47,37,55,8,0,104,25,73,0,0,13,0,1,133,4,0,0,21,30,7,0,1,0,0,0,0,16,0,0,0,16,0,13,3,0,0,0
OTU_202,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,33,0,0,0,0,0,5,0,7,0,0,0,200,0,0,0,0,0,0,6,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,7,0,0,0,0,0,0,0,0
OTU_29,0,52,4,32,233,8,0,127,23,1,202,31,116,327,9,58,173,104,85,130,650,5,10,11,10,329,34,49,0,89,48,34,357,30,244,352,180,107,29,60,67,36,3,30,155,81,15,123,33,824,24,530,641,0,7,4,0,0,20,0,30,0,0,5,3,0,8,46,34,409,63,79,8,20,16,26,9,30,37,16,135,3132,28,57,1062,15,35,2,367,35,83,98,26,21,346,569,13,0,876,23,450,0,11,28,253,0,4,12,228,0,982,21,0,0,12,17,18,0,8,0,112,9,475,0,206,1293,225,1532,125,784,4852,162,1797,1395
OTU_199,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,11,0,0,1,17,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,188,0,0,1,0,0,0,0,4,0,0,71,0,0,27,1,0,0,0,0,0,0,0,0,185,0,45,0,0,0,2,0,0,12,0,0,0,0
OTU_213,0,72,0,0,0,0,0,0,0,0,0,0,2,0,0,0,31,0,12,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,4,0,0,1,13,0,91,0,0,0,0,0,0,0,21,4,0,0,16,0,0,0,0,0,0,22,0,2,2,3,2,0,0,4,0,0,0,22,0,0,0,35,0,14,0,0,78,72,16,0,0,0,14,0,13,0,0,0,1,127,0,0,0,16,0,0,0,0,0,0,0,0,9,12,52,19,5,0,0,0,0,0,0,0,0,62
OTU_1752,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_51,0,12,10,61,41,21,182,6,0,0,31,10,83,5,167,0,80,167,473,690,0,68,2,8,85,53,67,44,0,82,20,82,1465,46,143,1,104,38,0,0,0,4,3,164,0,1,1,0,42,22,0,0,3,0,0,17,0,122,0,1,4,9,26,81,1,39,56,32,8,189,18,0,5,0,0,9,2,13,8,0,698,46,0,5,2,0,0,0,0,0,88,0,0,0,732,210,2,27,43,143,33,459,1,0,0,1642,307,16,0,1215,8,0,0,12,0,2,0,6,0,0,0,0,0,0,39,5,6,4,201,31,1,24,1,157
OTU_456,0,33,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,6,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,7
OTU_37,0,12,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,2,0,456,1,32,155,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,5,1,0,1,2,0,1,3,0,1,0,1,0,0,0,0,0,28,0,1,1,1,0,0,1,1,12,0,28,0,0,0,0,0,1,0,0,0,0,0,210,2,29,7,6,4,0,0,0,3,0,0,0,0,0,0,0,20127,64,0,0,1,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1017,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_67,0,19,4,5,0,4,0,5,0,0,45,7,0,0,7,0,39,6,0,5,53,0,25,0,21,3,11,3,0,63,0,36,148,77,27,11,34,2,20,4,47,24,2,8,217,3,42,20,0,17,2,269,37,0,6,0,0,0,29,0,0,223,40,27,0,56,27,18,2,114,235,82,5,0,3,0,0,0,0,79,71,243,210,22,42,12,31,35,123,602,49,2,499,6,4,10,0,0,2,0,0,0,53,0,215,307,70,7,6,47,271,184,0,2,42,3,124,6,36,36,124,163,307,60,73,45,0,16,0,51,423,10,23,0
OTU_236,0,3,0,0,92,0,0,0,32,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,200,19,20,5,54,66,0,8,0,0,0,0,18,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,60,2,0,35,0,3,0,0,0,0,2,0,25,0,92,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,442,31,0,135,0,0,0,0,0,0,150,0,0,0
OTU_259,0,12,12,0,0,0,10,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,2,1,0,0,3,1,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,4,11,0,0,1,0,0,0,0,7,3,0,0,0,0,10,0,0,25,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,26,0,2,0,2,6,0,0,0,0,0,0,0,0,26,40,20,92,0,2,0,0,0,0,7,0,0,0,17
OTU_560,0,6,1,0,0,0,0,3,0,0,0,0,7,0,48,0,0,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,15,2,0,1,0,0,22,0,0,5,1,18,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_139,0,5,0,2,36,0,1,5,0,0,23,4,8,14,0,0,0,4,0,0,30,0,0,16,0,12,0,4,89,7,0,0,0,20,9,7,12,0,0,2,40,0,1,7,15,3,39,0,1,19,0,141,13,3,2,0,0,1,23,1,1,92,8,0,1,18,1,14,0,21,59,3,0,0,47,0,5,0,0,4,0,18,1,0,34,81,17,0,11,0,0,1,439,0,215,0,5,0,15,0,25,12,92,41,0,0,0,39,3,0,48,1,0,0,76,6,0,0,0,0,15,11,53,0,4,0,14,2,0,10,4,0,0,28
OTU_115,0,44,0,0,0,0,0,0,0,0,2,0,0,0,0,48,0,0,0,0,0,0,0,125,0,0,0,0,865,0,14,170,0,0,0,0,29,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,16,0,0,0,0,0,0,1,0,0,0,0,66,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,81,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,96,0,1135,0,69,0,15,0,0,0,0,0,42,74
OTU_1298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1424,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,23,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,7,0,13,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_137,0,6,0,4,0,0,1,0,0,0,0,26,0,0,0,0,0,4,0,7,271,0,390,4,0,138,0,20,0,0,0,13,20,8,0,0,2,0,4,0,0,1,0,0,34,1,0,0,0,0,0,13,10,0,0,5,0,5,5,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,14,62,3,15,7,4,19,0,0,0,0,0,5,0,5,0,0,0,12,8,0,0,112,0,0,0,0,3,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,0
OTU_835,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
OTU_6,0,3,42,13,1,0,388,0,2,0,0,98,7,1,526,47,2440,102,2073,1934,15573,1524,12,112,52,343,34155,1554,930,1055,134,7198,162,1612,199,472,193,739,1,47637,689,6482,16,2200,17,199,1,284,63,52,5695,924,4459,116,1400,2,2,3,70,0,1,0,7454,1626,1229,6,649,469,807,0,99,356,20,101,3850,8,1,117,55,47,9700,1376,28,12,18,72,26,15,4,2278,202,1551,96,6363,1,92,152,1278,27,1514,9,252,1646,132,13114,19945,3385,3481,1713,990,2,770,0,2632,21,1847,0,8805,8603,74,1506,8061,1651,10084,0,3,0,1,0,10,4518,48,0,323
OTU_94,0,19,0,0,22,6,0,0,0,0,0,0,0,0,0,0,13,4,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,44,93,0,227,0,3,0,0,0,0,6,0,0,0,0,0,0,0,40,247,60,101,0,64,152,703,223,14,47,73,43,0,0,2,3,0,0,16,2,0,0,0,9,0,0,0,0,0,0,14,7,0,0,10,60,12,9,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,3,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1753,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_262,0,3,0,35,7,3,1,0,0,0,0,0,0,4,1,0,5,0,0,0,0,1,24,3,0,0,0,0,0,19,4,0,0,0,0,0,0,6,0,0,0,5,1,1,0,0,0,0,5,1,0,0,18,0,9,0,0,0,0,0,1,0,0,0,0,1,0,12,1,4,0,0,0,7,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,2,0,1,0,4,11,3,2,86,0,0,0,3,0,0,3,0,0,1,0,0,7,3,0,0,0,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0
OTU_211,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,4,0,0,71,0,0,0,0,2,5,7,1,0,0,0,1,1,2,25,4,2,1,1,2,0,0,9,0,0,0,0,0,0,0,0,0,0,43,18,0,10,6,7,113,0,0,0,0,0,1,0,0,0,0,13,4,0,0,0,2,6,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,40,0,6,0,0,0,0,6,0,0,3,0,28,0,0
OTU_1844,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_214,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,2,125,0,0,0,0,0,42,0,0,7,0,0,33,0,0,0,1,0,0,6,0,0,0,0,8,2,0,23,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,16,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0
OTU_86,0,7,0,0,0,1,8,5,0,0,0,0,0,0,0,0,1,9,0,0,36,0,0,0,3,1,3,0,3,0,0,2,0,0,1,0,22,0,0,0,8,0,0,0,16,84,0,70,3,10,312,169,10,1,46,0,0,0,0,0,0,0,243,27,0,455,3,403,14,26,7,0,2,0,9,0,0,0,0,0,9,43,5,11,8,330,45,0,0,0,65,0,0,38,94,170,10,0,177,20,79,32,0,38,53,285,725,95,44,151,0,5,0,0,5,19,0,0,0,2,8,0,0,0,0,0,0,0,0,3,0,0,0,6
OTU_566,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1011,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_435,0,4,2,0,19,0,2,1,0,0,0,0,3,0,32,0,0,0,4,0,0,0,2,0,0,0,0,0,0,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,2,0,0,0,1,6,0,20,0,0,1,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_593,0,2,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,2,0,0,0,0,0,5,0,0,0,0
