Measurement Time,Site,Treatment,moisture,temp,EC,moisture,temp,EC,moisture,temp,EC,moisture,temp,EC,moisture,temp,EC
09/18/12 14:30,8,exposed,0.066,34.6,0.02,0.06,36,0.01,0.073,35.4,0
09/18/12 14:31,8,exposed,0.065,34.7,0.02,0.062,35.5,0.01,0.073,35.2,0
09/18/12 14:32,8,exposed,0.067,35,0.02,0.062,35.5,0.01,0.072,35.1,0
09/18/12 14:33,8,exposed,0.064,35.5,0.02,0.057,35.9,0.01,0.069,35.3,0
09/18/12 14:34,,,,,,,,,,,
09/18/12 14:35,,,,,,,,,,,
09/18/12 14:36,,,,,,,,,,,
09/18/12 14:37,,,,,,,,,,,
09/18/12 14:38,,,,,,,,,,,
09/18/12 14:39,,,,,,,,,,,
09/18/12 14:40,8,unexposed,0.09,32.7,0.01,0.12,35.6,0.03,0.063,39.5,0
09/18/12 14:41,8,unexposed,0.086,32.7,0.01,0.121,35.5,0.03,0.064,39.9,0
09/18/12 14:42,8,unexposed,0.086,32.6,0.01,0.121,35.4,0.03,0.064,40.1,0
09/18/12 14:43,8,unexposed,0.086,32.5,0.02,0.121,35.4,0.03,0.064,40.4,0
09/18/12 14:44,,,,,,,,,,,
09/18/12 14:45,,,,,,,,,,,
09/18/12 14:46,,,,,,,,,,,
09/18/12 14:47,9,unexposed,0.219,31.4,0.24,0.202,30.8,0.27,0.224,29.3,0.35
09/18/12 14:48,9,unexposed,0.218,30,0.24,0.203,31.2,0.26,0.225,28.9,0.35
09/18/12 14:49,9,unexposed,0.218,29.1,0.25,0.204,31.5,0.26,0.223,28.3,0.36
09/18/12 14:50,9,unexposed,0.218,28.5,0.25,0.204,31.9,0.25,0.221,27.8,0.36
09/18/12 14:51,9,unexposed,0.218,28,0.25,0.204,32,0.25,0.221,27.5,0.36
09/18/12 14:52,9,unexposed,0.217,27.7,0.25,0.204,32.4,0.25,0.222,27.2,0.36
09/18/12 14:53,9,unexposed,0.217,27.5,0.25,0.204,32.5,0.25,0.221,27.1,0.36
09/18/12 14:54,,,,,,,,,,,
09/18/12 14:55,9,exposed,0.039,31.2,0,0.033,29.3,0,0.046,34.2,0
09/18/12 14:56,9,exposed,0.039,33.3,0,0.034,31.1,0,0.047,35.4,0
09/18/12 14:57,9,exposed,0.041,34.6,0,0.035,32.3,0,0.048,36.1,0
09/18/12 14:58,9,exposed,0.04,35.3,0,0.036,33.2,0,0.048,36.6,0
09/18/12 14:59,9,exposed,0.041,35.7,0,0.038,33.8,0,0.048,37,0
09/18/12 15:00,9,exposed,0.042,36.6,0,0.038,34.4,0,0.049,37.4,0
09/18/12 15:01,9,exposed,0.042,37.5,0,0.038,35,0,0.049,37.6,0
09/18/12 15:02,,,,,,,,,,,
09/18/12 15:03,,,,,,,,,,,
09/18/12 15:04,,,,,,,,,,,
09/18/12 15:05,,,,,,,,,,,
09/18/12 15:06,,,,,,,,,,,
09/18/12 15:07,,,,,,,,,,,
09/18/12 15:08,,,,,,,,,,,
09/18/12 15:09,,,,,,,,,,,
